,Account_Name,Opportunity_Name,Total_Amount,diferencia_en_dias,Quote_Expiry_DOY,Planned_Delivery_End_DOY,Target
2405,810,8594,2750.0,79,274.0,274.0,1
2406,1017,1944,23803629.5,220,365.0,213.0,0
2407,6,6547,916742.4,79,366.0,350.0,1
2408,1301,9150,41737.5,79,267.0,274.0,1
2409,973,3799,4831596.0,115,333.0,181.0,0
2410,1220,3206,292110.0,153,15.0,90.0,1
2411,1295,5220,35490.0,79,263.0,266.0,1
2412,1543,6192,450349.2,115,309.0,351.0,0
2413,982,1990,299700.0,384,,212.0,0
2414,1321,6618,491568.0,215,120.0,151.0,0
2415,1560,4210,19232.85,76,293.0,274.0,1
2416,1042,3690,93412.5,76,293.0,291.0,0
2417,848,9669,46406.25,76,272.0,292.0,0
2418,1279,3255,194545.0,76,280.0,323.0,1
2419,62,4838,88725.0,76,265.0,281.0,1
2420,1374,5484,772794.75,114,286.0,45.0,0
2421,359,5592,95894.4,75,293.0,267.0,1
2422,87,6999,2460350.55,80,365.0,365.0,0
2423,633,1058,964257.0,214,365.0,125.0,0
2424,708,1229,22780.0,276,365.0,335.0,1
2425,516,6107,350000.0,75,305.0,366.0,0
2426,1400,7956,12390.0,627,294.0,271.0,1
2427,1134,4070,42900202.8,75,305.0,161.0,0
2428,1134,2772,2731692.6,88,305.0,90.0,0
2429,1397,5669,21841.6,75,366.0,335.0,0
2430,1454,9258,4201260.0,75,284.0,330.0,0
2431,279,39,97650.0,75,270.0,274.0,1
2432,1543,6191,333900.0,75,280.0,302.0,1
2433,1284,5168,7556962.5,76,267.0,90.0,1
2434,784,1587,16314480.0,80,365.0,363.0,0
2435,176,6189,559986.0,74,358.0,335.0,1
2436,615,1034,3302607.0,74,309.0,323.0,0
2437,143,6544,862420.65,74,,350.0,0
2438,1192,2013,4845600.0,74,305.0,274.0,1
2439,771,5837,23660000.0,74,265.0,294.0,1
2440,771,5838,29879200.0,74,265.0,294.0,1
2441,859,7844,69700.0,74,267.0,270.0,1
2442,362,9734,56179.2,288,366.0,335.0,1
2443,912,5665,820102.5,74,335.0,335.0,0
2444,912,5664,4802800.0,400,59.0,335.0,0
2445,91,7042,89437.5,74,272.0,284.0,1
2446,22,2161,765489.9,300,273.0,273.0,0
2447,91,7043,94500.0,74,300.0,294.0,1
2448,755,1470,759000.0,74,284.0,362.0,0
2449,1497,1314,692750.0,73,295.0,335.0,0
2450,299,1128,197718.68,659,,74.0,0
2451,176,2244,161044.38,73,300.0,279.0,1
2452,1083,8438,2996.25,73,274.0,335.0,1
2453,1083,8695,51935.0,73,274.0,335.0,1
2454,1362,1940,2615341.05,140,296.0,90.0,0
2455,1220,341,79365.0,73,296.0,274.0,1
2456,823,1730,109544.4,303,90.0,151.0,0
2457,109,6718,79368.75,109,297.0,298.0,0
2458,1353,9560,2023580.0,72,366.0,90.0,0
2459,247,3414,259578.0,398,151.0,304.0,1
2460,418,4634,4028000.0,82,284.0,350.0,0
2461,694,8573,46569.6,72,274.0,335.0,1
2462,694,8572,26040.0,72,274.0,274.0,1
2463,450,3779,445400.0,72,270.0,280.0,1
2464,282,9181,1679730.0,258,55.0,272.0,0
2465,278,6729,28600.0,626,,281.0,0
2466,882,1973,53846.1,279,90.0,90.0,0
2467,1402,2840,1388620.0,69,284.0,89.0,0
2468,450,5179,6500.0,69,271.0,272.0,1
2469,776,1537,1598200.0,69,300.0,274.0,1
2470,990,4002,932800.0,170,20.0,51.0,0
2471,939,4720,86775.0,69,284.0,281.0,1
2472,440,7488,3570875.0,138,23.0,352.0,0
2473,1292,5184,4408320.0,388,357.0,82.0,0
2474,1454,9184,420420.0,119,293.0,317.0,0
2475,669,1167,216720.0,294,366.0,335.0,0
2476,1231,6550,949620.0,149,317.0,20.0,1
2477,208,1055,13184290.0,197,305.0,304.0,0
2478,358,5292,25025.0,621,301.0,305.0,1
2479,484,6549,1055363.4,620,301.0,30.0,0
2480,971,2855,13759.2,148,335.0,298.0,1
2481,971,2862,3572.1,148,335.0,284.0,1
2482,1525,6145,1058767.5,470,335.0,335.0,0
2483,450,7584,665280.0,68,271.0,301.0,1
2484,1116,8417,1512.0,68,301.0,279.0,1
2485,1534,6150,1201536.0,104,90.0,320.0,0
2486,120,9114,927360.0,68,302.0,281.0,1
2487,859,7847,202050.0,68,272.0,293.0,1
2488,859,8748,639250.0,68,272.0,277.0,1
2489,62,9049,713335.0,78,281.0,330.0,0
2490,869,7882,8041686.75,68,288.0,31.0,0
2491,810,2750,8250.0,68,274.0,274.0,1
2492,771,567,507000.0,79,,366.0,0
2493,771,566,354900.0,79,,366.0,0
2494,771,6344,22595300.0,171,,90.0,0
2495,771,6347,12235600.0,171,,90.0,0
2496,771,6345,33191600.0,171,,90.0,0
2497,771,7592,439400.0,79,,366.0,0
2498,771,7526,18657600.0,171,,90.0,0
2499,1190,1707,339660.0,358,182.0,209.0,0
2500,633,1056,5480832.0,72,365.0,323.0,0
2501,234,8596,46920.0,67,303.0,291.0,1
2502,635,8942,18900.0,67,305.0,305.0,1
2503,1367,5726,161000.0,71,355.0,48.0,0
2504,614,8991,42453.13,67,279.0,302.0,1
2505,1129,2496,17550719.55,658,,90.0,0
2506,1233,3187,103320.0,144,156.0,184.0,0
2507,694,8574,19051.2,66,274.0,288.0,1
2508,771,5980,202800.0,77,,366.0,0
2509,771,6175,6271250.0,66,302.0,329.0,1
2510,771,6451,4664400.0,169,,90.0,0
2511,771,6084,1825200.0,77,,366.0,0
2512,771,6085,2026080.0,77,,366.0,0
2513,771,5463,2247700.0,169,,90.0,0
2514,771,1349,540400.0,66,291.0,307.0,1
2515,771,7544,617600.0,66,291.0,298.0,1
2516,1336,9610,174720.0,66,303.0,305.0,1
2517,862,1887,42144.38,66,309.0,302.0,1
2518,1220,4311,425700.0,66,,337.0,0
2519,769,1511,434112.0,66,366.0,342.0,1
2520,1190,1825,193200.0,95,355.0,44.0,0
2521,1220,4820,92400.0,66,304.0,286.0,1
2522,1270,9227,200340.0,75,,351.0,0
2523,971,2870,38697.75,146,274.0,273.0,1
2524,1317,5300,236117.7,66,335.0,334.0,0
2525,971,2897,5953.5,145,301.0,277.0,1
2526,971,2898,2976.75,145,301.0,277.0,1
2527,771,6293,383100.0,65,326.0,329.0,1
2528,771,7509,270400.0,76,,366.0,0
2529,175,3832,42000000.0,539,,364.0,0
2530,497,7663,21168000.0,70,,365.0,0
2531,555,865,305760.0,65,366.0,288.0,1
2532,555,866,131670.0,65,366.0,288.0,1
2533,982,3937,254756.25,65,318.0,323.0,1
2534,1220,9209,134680.0,165,356.0,90.0,0
2535,879,1969,4889184.3,75,90.0,74.0,0
2536,1371,4184,188662.5,101,286.0,329.0,0
2537,1268,3254,840480.64,69,287.0,316.0,0
2538,971,2867,34563.38,144,335.0,298.0,1
2539,1131,8950,12355.2,62,304.0,288.0,1
2540,971,2899,15545.25,142,302.0,284.0,1
2541,1231,2688,82320.0,141,308.0,281.0,1
2542,694,4475,44352.0,61,308.0,335.0,1
2543,176,2718,28644.0,61,308.0,295.0,1
2544,176,1042,13230.0,61,308.0,288.0,1
2545,59,8489,9866165.399999997,62,335.0,59.0,0
2546,771,7551,611100.0,61,279.0,280.0,1
2547,1058,7060,28224.0,167,36.0,366.0,0
2548,1613,1311,14787.5,61,319.0,299.0,1
2549,603,995,48230.0,61,308.0,288.0,1
2550,876,2605,2049180.0,126,41.0,181.0,0
2551,982,6728,2587410.0,127,55.0,181.0,0
2552,971,2861,25666.2,140,302.0,298.0,0
2553,358,8877,2436569.1,612,,330.0,0
2554,1477,5908,118272.0,60,366.0,299.0,1
2555,1368,7932,10202500.0,60,305.0,326.0,1
2556,450,522,4356000.0,60,285.0,293.0,1
2557,937,3663,284620.0,247,143.0,197.0,0
2558,937,5880,282078.75,162,59.0,104.0,0
2559,616,2296,14850.0,100,309.0,55.0,0
2560,1465,5861,165173.4,75,365.0,361.0,0
2561,1233,2468,8378440.0,59,16.0,272.0,0
2562,388,117,370440.0,59,366.0,358.0,1
2563,388,118,370440.0,59,366.0,365.0,1
2564,91,7041,75675.6,59,294.0,328.0,0
2565,635,1558,45045.0,59,366.0,366.0,0
2566,369,4340,114075.0,70,366.0,366.0,0
2567,369,4341,55575.0,70,366.0,366.0,0
2568,369,4430,41600.0,144,366.0,90.0,0
2569,369,6040,80600.0,144,366.0,90.0,0
2570,782,6024,40218.75,112,90.0,90.0,0
2571,782,4754,55687.5,144,90.0,90.0,0
2572,782,6920,52593.75,144,90.0,90.0,0
2573,782,4445,3758906.25,165,90.0,181.0,0
2574,782,3346,900281.25,112,120.0,181.0,0
2575,782,3286,95906.25,160,90.0,181.0,0
2576,782,428,334125.0,160,120.0,181.0,0
2577,782,1559,92812.5,165,120.0,181.0,0
2578,782,4630,30937.5,144,59.0,90.0,0
2579,782,7066,31500.0,144,31.0,59.0,0
2580,782,9567,81900.0,160,120.0,181.0,0
2581,979,6936,111300.0,112,31.0,90.0,0
2582,979,6613,4500562.5,112,366.0,120.0,0
2583,567,955,4289250.0,361,209.0,120.0,0
2584,1178,6203,884800.0,95,300.0,355.0,0
2585,971,2865,31340.93,138,335.0,333.0,0
2586,971,2872,42595.2,138,365.0,13.0,0
2587,574,7444,10954944.0,138,305.0,326.0,1
2588,546,478,1301184.0,264,166.0,179.0,1
2589,181,2056,1511962.2,127,,181.0,0
2590,181,2770,3713683.5,511,153.0,90.0,0
2591,181,2763,3713683.5,536,273.0,90.0,0
2592,181,2617,3444894.0,536,153.0,90.0,0
2593,859,7849,259765.63,58,366.0,302.0,1
2594,859,7850,196350.0,58,366.0,302.0,1
2595,859,7851,98222.5,58,366.0,302.0,1
2596,859,7852,91831.25,58,366.0,302.0,1
2597,859,7853,164200.0,58,285.0,295.0,1
2598,663,7619,157012.5,159,20.0,89.0,0
2599,241,8807,94500.0,58,311.0,291.0,1
2600,982,5580,179437.5,58,335.0,351.0,1
2601,1051,2263,523087.5,377,285.0,363.0,0
2602,1051,2236,1286512.5,439,339.0,78.0,1
2603,340,5814,4329780.0,216,142.0,300.0,0
2604,340,7222,1967940.0,485,331.0,117.0,0
2605,340,6670,978120.0,252,181.0,289.0,0
2606,707,3185,148960.0,340,205.0,184.0,1
2607,869,3792,3169631.25,406,76.0,334.0,1
2608,122,7245,55650.0,55,315.0,335.0,1
2609,1049,1652,5691840.0,91,333.0,25.0,0
2610,1220,3197,288365.0,212,20.0,146.0,0
2611,1186,2208,2778.3,54,305.0,291.0,1
2612,1270,5156,87450.0,54,315.0,291.0,1
2613,971,2871,42595.2,134,365.0,6.0,0
2614,971,2863,3009.83,134,305.0,298.0,1
2615,175,4436,5298762.0,120,335.0,90.0,0
2616,821,2519,1545944.4,98,365.0,151.0,0
2617,1614,6600,196560.0,53,317.0,331.0,1
2618,164,6259,45687.5,53,317.0,19.0,0
2619,606,1021,214914.0,124,60.0,354.0,0
2620,48,6692,157035.0,384,181.0,206.0,0
2621,1480,5928,880880.0,124,90.0,90.0,0
2622,1220,4827,169650.0,53,316.0,330.0,1
2623,1543,6206,166950.0,92,298.0,316.0,0
2624,764,8937,138915.0,605,,363.0,0
2625,582,4523,9724.05,53,316.0,298.0,1
2626,807,5533,34927.2,337,,333.0,0
2627,314,7137,101750.0,141,,128.0,0
2628,314,2346,878085.0,225,150.0,233.0,0
2629,971,2880,3903900.0,132,305.0,31.0,1
2630,971,2877,4145050.0,132,305.0,60.0,1
2631,971,2885,4149600.0,132,366.0,91.0,1
2632,971,2873,4176077.5,132,366.0,121.0,1
2633,971,2886,4053840.0,132,366.0,152.0,1
2634,971,2883,6507480.0,132,366.0,182.0,1
2635,971,2881,5664400.0,132,366.0,212.0,1
2636,971,2874,6128797.5,132,366.0,243.0,1
2637,971,3149,5068700.0,132,366.0,274.0,1
2638,971,2888,4128040.0,132,366.0,305.0,1
2639,355,9705,25000683.75,544,365.0,365.0,0
2640,582,3778,335664.0,182,34.0,160.0,1
2641,460,2020,1144000.0,52,335.0,323.0,1
2642,555,867,125685.0,52,366.0,305.0,1
2643,555,1284,125685.0,78,366.0,305.0,1
2644,362,9735,56179.2,266,366.0,335.0,1
2645,292,8975,370370.0,125,357.0,90.0,0
2646,555,868,125685.0,52,366.0,305.0,1
2647,185,1467,840840.0,57,302.0,13.0,0
2648,164,6260,44000.0,52,330.0,335.0,1
2649,10,4664,3801702.4,91,,212.0,0
2650,45,5802,675481.6,54,356.0,366.0,1
2651,1143,4652,173290.0,88,,366.0,0
2652,279,4152,488812.5,52,300.0,330.0,1
2653,279,1918,772718.75,52,302.0,330.0,1
2654,1231,6551,364420.0,132,343.0,358.0,1
2655,100,579,1874035.8,603,,76.0,0
2656,694,4912,50652.0,51,305.0,330.0,1
2657,1463,5843,801024.0,51,335.0,350.0,0
2658,1357,5522,94053.75,51,323.0,323.0,1
2659,1476,5780,23760.0,51,295.0,298.0,1
2660,1304,5239,416500.0,51,320.0,350.0,1
2661,515,2188,82481.25,180,79.0,111.0,0
2662,672,6393,446250.0,94,41.0,118.0,0
2663,387,5628,464380.35,258,366.0,118.0,1
2664,971,2900,3341.63,130,295.0,293.0,1
2665,814,1719,364698.18,86,302.0,347.0,0
2666,814,1711,87075.0,60,300.0,319.0,0
2667,814,1708,51674.63000000001,60,295.0,320.0,0
2668,989,3776,95287.5,89,295.0,321.0,0
2669,401,368,2600640.0,86,320.0,20.0,0
2670,401,369,459270.0,86,320.0,31.0,0
2671,1397,5671,21200.0,50,335.0,320.0,1
2672,1481,1394,570000.0,48,365.0,330.0,1
2673,1481,1396,616740.0,48,365.0,351.0,1
2674,771,7083,484360.0,48,293.0,293.0,1
2675,771,6166,358000.0,48,291.0,295.0,1
2676,771,1462,651400.0,48,291.0,298.0,1
2677,771,7542,628000.0,48,291.0,312.0,1
2678,493,1752,21600000.0,101,352.0,365.0,0
2679,771,1532,371400.0,48,291.0,319.0,1
2680,392,330,11199930.0,154,366.0,304.0,0
2681,69,2276,9497.6,48,325.0,299.0,1
2682,69,2275,93195.2,48,325.0,302.0,1
2683,709,1254,358458.24,259,90.0,15.0,1
2684,382,92,278460.0,119,90.0,90.0,0
2685,982,4100,165900.0,79,34.0,31.0,1
2686,663,7620,72675.0,48,333.0,343.0,1
2687,590,952,780243.75,79,322.0,20.0,0
2688,814,1705,194400.0,58,295.0,314.0,0
2689,989,3775,79406.25,87,302.0,347.0,0
2690,1443,5040,45375.0,64,37.0,65.0,0
2691,1336,9625,87360.0,47,335.0,305.0,1
2692,1336,9623,87360.0,47,335.0,305.0,1
2693,1560,4326,17523.6,47,366.0,366.0,1
2694,939,1928,559441.5,64,315.0,335.0,1
2695,448,2186,72800.0,237,118.0,181.0,0
2696,154,6258,30240.0,47,350.0,335.0,1
2697,28,4666,246960.0,86,366.0,31.0,0
2698,783,4660,189000.0,83,,59.0,0
2699,989,3763,75075.0,86,299.0,320.0,1
2700,299,7220,611755.2,633,322.0,118.0,0
2701,62,6780,183493.75,56,300.0,329.0,0
2702,62,6777,88725.0,46,295.0,315.0,1
2703,1243,6949,11550231.0,85,299.0,51.0,0
2704,516,6357,6860.0,46,322.0,302.0,1
2705,1131,7096,2470.0,46,304.0,295.0,1
2706,1382,1754,6600132.0,47,335.0,59.0,0
2707,539,1531,4000360.0,46,335.0,335.0,1
2708,24,511,572006.4,46,323.0,320.0,1
2709,114,7219,427858.2,46,305.0,317.0,1
2710,989,4055,75796.88,85,350.0,335.0,0
2711,24,512,684364.8,46,329.0,321.0,1
2712,62,6779,102060.0,55,300.0,327.0,0
2713,694,2675,15288.0,45,305.0,335.0,1
2714,1477,5895,157172.4,45,366.0,366.0,0
2715,299,3293,3747544.5,631,,156.0,0
2716,282,2597,2044875.0,221,,243.0,0
2717,971,2901,3306.45,124,309.0,298.0,1
2718,1328,2696,722568.0,102,324.0,90.0,0
2719,120,9074,2511600.0,44,335.0,309.0,1
2720,771,7100,270400.0,322,,90.0,0
2721,909,5176,100048000.0,44,336.0,365.0,1
2722,120,9105,8790600.0,44,335.0,309.0,1
2723,771,568,304200.0,322,,90.0,0
2724,771,6434,811200.0,76,,90.0,0
2725,771,640,4867200.0,147,,90.0,0
2726,1286,4925,393120.0,52,350.0,43.0,0
2727,767,1488,1489.6,143,325.0,347.0,0
2728,62,6778,196.0,44,298.0,305.0,1
2729,603,977,42234.38,44,330.0,323.0,1
2730,533,696,1385280.0,44,325.0,335.0,1
2731,859,7857,45581.25,44,366.0,323.0,1
2732,862,1889,86337.5,44,309.0,323.0,1
2733,241,8808,94500.0,44,302.0,302.0,1
2734,1449,4137,81487.5,44,302.0,315.0,0
2735,1489,5963,78822.5,44,301.0,313.0,1
2736,971,2858,153644.4,123,366.0,320.0,0
2737,586,1067,3575.0,142,30.0,72.0,0
2738,859,7856,4968.6,41,298.0,299.0,1
2739,1332,5312,1727989.2,58,305.0,346.0,0
2740,450,7381,773760.0,41,321.0,321.0,1
2741,450,7286,5158400.0,65,363.0,31.0,1
2742,450,2041,4356000.0,41,326.0,333.0,1
2743,410,9221,91140.0,81,,351.0,0
2744,62,6787,446287.5,50,320.0,354.0,0
2745,814,1706,194278.14,40,309.0,330.0,0
2746,814,1710,120400.0,40,309.0,330.0,0
2747,574,6096,2070432.0,120,329.0,347.0,1
2748,1465,5858,1021437.9,46,366.0,90.0,0
2749,1465,5859,1409633.4,151,366.0,212.0,0
2750,971,2879,790675.2,120,365.0,212.0,0
2751,435,2439,1848866.25,497,247.0,92.0,0
2752,435,2405,1105217.5,769,120.0,88.0,0
2753,435,2424,770818.13,468,85.0,92.0,0
2754,435,2425,1039644.38,468,64.0,92.0,0
2755,435,2426,1105217.5,769,120.0,81.0,0
2756,435,2266,1479425.0,769,162.0,80.0,0
2757,435,2267,1566450.0,769,36.0,52.0,0
2758,435,2268,763644.38,769,134.0,116.0,0
2759,965,3789,302400.0,359,348.0,12.0,0
2760,965,3790,221760.0,359,348.0,17.0,0
2761,1220,1137,70200.0,149,97.0,90.0,1
2762,1220,4310,378262.5,40,,358.0,0
2763,663,7623,79782.5,49,351.0,319.0,0
2764,1060,5186,68880.0,631,,330.0,0
2765,1060,7112,248640.0,630,329.0,34.0,0
2766,1203,2391,886029.38,309,347.0,22.0,0
2767,1203,2392,1282500.0,174,107.0,331.0,0
2768,63,6792,950441.1,107,366.0,174.0,0
2769,971,2902,9497.25,119,310.0,313.0,1
2770,299,5064,7200181.8,625,,55.0,0
2771,146,1365,1938768.0,39,315.0,350.0,1
2772,1481,1397,666187.5,39,365.0,365.0,1
2773,1304,5241,154315.0,149,53.0,109.0,1
2774,1233,2394,839160.0,335,330.0,94.0,1
2775,280,683,203146.65,118,330.0,335.0,1
2776,280,1942,630768.6,118,330.0,335.0,1
2777,1026,4273,888101.75,75,31.0,20.0,0
2778,694,8576,32744.25,38,330.0,309.0,1
2779,971,2875,77395.5,118,330.0,305.0,0
2780,771,1659,483200.0,38,302.0,305.0,1
2781,771,6322,1861800.0,38,302.0,305.0,1
2782,362,9736,56179.2,252,366.0,320.0,1
2783,362,9733,56179.2,252,366.0,320.0,1
2784,1345,7231,77000.0,38,307.0,335.0,1
2785,1193,2079,81900.0,38,331.0,337.0,1
2786,1574,2106,314025.0,117,58.0,79.0,0
2787,249,8842,4682427.75,119,90.0,31.0,0
2788,249,8841,3900733.2,119,90.0,59.0,0
2789,212,7701,115542.0,90,90.0,25.0,1
2790,1220,5010,86197.5,38,331.0,309.0,1
2791,982,3936,112930.0,38,318.0,316.0,1
2792,989,4056,99900.0,77,350.0,357.0,0
2793,708,1230,6300.0,238,309.0,307.0,1
2794,469,6940,32096.25,37,332.0,316.0,1
2795,771,5477,476600.0,37,305.0,313.0,1
2796,305,5972,68250.0,37,335.0,319.0,1
2797,904,2151,421375.5,73,31.0,18.0,1
2798,1233,2329,714780.0,244,163.0,181.0,1
2799,1452,7138,113840487.64999998,147,90.0,212.0,0
2800,1321,6619,549503.85,69,365.0,97.0,0
2801,280,6588,597202.2,116,330.0,31.0,1
2802,574,111,2293200.0,116,329.0,354.0,1
2803,771,2011,1005200.0,34,306.0,309.0,1
2804,859,7858,174720.0,34,366.0,333.0,1
2805,859,7859,11271000.0,34,366.0,340.0,1
2806,859,7860,10584000.0,34,366.0,333.0,1
2807,18,6608,342540.77,86,330.0,12.0,1
2808,405,2285,134805.0,34,323.0,330.0,1
2809,663,7616,359884.8,122,59.0,89.0,0
2810,79,6198,7700.0,33,335.0,335.0,0
2811,971,2903,9072.0,113,309.0,309.0,1
2812,233,7711,774060.0,580,,181.0,0
2813,1251,3574,218284.0,118,,59.0,0
2814,1050,5,43352.7,33,346.0,335.0,1
2815,1116,5893,325090.0,441,273.0,150.0,0
2816,859,7861,811200.0,33,366.0,309.0,1
2817,450,2205,10982400.0,33,326.0,344.0,1
2818,450,2216,1689600.0,33,327.0,32.0,1
2819,1382,8554,11301576.0,34,335.0,120.0,0
2820,1560,831,13260.0,33,335.0,335.0,1
2821,821,1727,7220583.3,38,366.0,181.0,0
2822,516,8521,3150.0,32,337.0,309.0,1
2823,79,6290,7000.0,32,337.0,316.0,1
2824,859,7855,276900.0,32,323.0,316.0,1
2825,859,7862,712825.0,32,314.0,323.0,1
2826,460,8679,29939000.0,32,365.0,335.0,1
2827,460,8663,1911000.0,32,365.0,335.0,1
2828,578,882,364854.0,76,90.0,31.0,1
2829,1038,2402,186000.0,32,337.0,330.0,1
2830,1417,1644,6658890.0,98,330.0,27.0,0
2831,811,1700,317205.0,31,329.0,343.0,0
2832,547,4103,68140.8,32,339.0,31.0,0
2833,971,2852,372027.6,110,335.0,351.0,0
2834,971,2904,9919.35,110,335.0,314.0,1
2835,895,4050,99401500.0,34,366.0,12.0,1
2836,895,4061,70963200.0,34,366.0,62.0,1
2837,771,6086,1694000.0,133,,90.0,0
2838,771,6077,338800.0,308,,90.0,0
2839,771,5958,277200.0,308,,90.0,0
2840,771,1247,4989600.0,133,,90.0,0
2841,771,6485,3739680.0,308,,181.0,0
2842,771,6515,9548000.0,133,,90.0,0
2843,1055,4328,7802121.6,130,344.0,90.0,0
2844,317,9333,8352000.0,397,5.0,355.0,0
2845,243,8830,3909998.4,165,181.0,166.0,0
2846,317,9338,121560.0,35,330.0,340.0,0
2847,575,935,309652.5,30,347.0,16.0,0
2848,1220,6904,318325.0,30,,365.0,0
2849,575,934,65521.25,34,330.0,37.0,0
2850,317,9330,154211.25,131,118.0,89.0,0
2851,971,2905,3306.45,109,335.0,321.0,1
2852,791,5132,1852368.0,33,365.0,132.0,0
2853,663,7613,145350.0,28,315.0,357.0,1
2854,1368,7933,10202500.0,27,364.0,344.0,1
2855,1368,7935,10202500.0,27,364.0,13.0,1
2856,1368,7936,11571000.0,27,364.0,13.0,1
2857,859,7863,88712.5,27,366.0,340.0,1
2858,859,7865,184240.0,27,366.0,342.0,1
2859,859,7866,85540.0,27,366.0,342.0,1
2860,354,9703,781694.55,30,335.0,5.0,0
2861,388,104,246960.0,27,31.0,20.0,1
2862,388,106,123480.0,27,31.0,27.0,1
2863,388,105,493920.0,27,31.0,15.0,1
2864,1220,5050,295260.0,92,48.0,69.0,1
2865,1501,6124,47397630.0,193,344.0,364.0,0
2866,677,9152,81900.0,136,342.0,365.0,1
2867,999,6791,80850.0,28,342.0,347.0,0
2868,437,2446,5953.5,28,,333.0,0
2869,437,5187,228960.0,161,108.0,128.0,0
2870,1400,7773,8260.0,578,343.0,323.0,1
2871,1129,6636,1749888.0,617,352.0,90.0,0
2872,297,5581,186480.0,100,37.0,118.0,0
2873,176,5421,11227.86,26,343.0,323.0,1
2874,1196,3717,77001.05,26,335.0,323.0,1
2875,555,869,215600.0,26,335.0,323.0,1
2876,555,870,107800.0,26,335.0,323.0,1
2877,279,9530,1110148.0,26,319.0,358.0,0
2878,338,9680,388284.0,98,354.0,15.0,1
2879,279,9531,2660000.0,26,319.0,355.0,0
2880,1220,9788,790246.88,26,,351.0,0
2881,982,3274,135183.13,167,,146.0,0
2882,663,7615,77880.0,26,315.0,323.0,1
2883,601,1643,2002000.0,70,323.0,54.0,0
2884,601,4623,1081361.25,157,104.0,132.0,0
2885,814,1717,39270.0,36,329.0,335.0,0
2886,176,4850,174031.83,25,344.0,323.0,1
2887,971,2868,37989.0,105,335.0,319.0,1
2888,971,2907,5909.4,105,328.0,316.0,1
2889,859,7867,237850.0,25,322.0,323.0,1
2890,317,9337,649800.0,187,181.0,248.0,0
2891,930,2117,65488.5,29,344.0,16.0,0
2892,62,6786,261450.0,25,320.0,337.0,1
2893,1357,5501,95550.0,25,344.0,337.0,0
2894,1220,4994,81900.0,25,349.0,351.0,1
2895,971,2906,5909.4,104,327.0,319.0,1
2896,582,9021,12432.0,210,44.0,166.0,0
2897,516,6604,156520.0,24,346.0,324.0,1
2898,59,5582,3741502.8,268,69.0,228.0,1
2899,787,5126,27360.0,24,335.0,335.0,1
2900,491,8885,83947.5,24,316.0,324.0,1
2901,62,6785,1230153.75,60,327.0,25.0,0
2902,305,4108,113513.4,25,355.0,355.0,1
2903,314,1702,162662.5,90,58.0,72.0,0
2904,27,6637,18626156.25,59,344.0,179.0,0
2905,582,5418,19891.2,209,44.0,166.0,0
2906,582,4527,17404.8,209,44.0,166.0,0
2907,582,4468,44755.2,209,44.0,166.0,0
2908,930,2300,111233.75,316,282.0,275.0,0
2909,708,1231,12600.0,224,335.0,322.0,1
2910,576,361,68275.2,23,345.0,351.0,1
2911,1571,4434,405405.0,257,337.0,243.0,0
2912,48,6701,28350.0,23,319.0,323.0,1
2913,1115,4300,79368.75,31,327.0,335.0,0
2914,1115,4301,142500.0,31,327.0,364.0,0
2915,120,9094,6530160.0,20,366.0,335.0,1
2916,69,6817,252033.6,20,335.0,365.0,1
2917,69,6816,251160.0,35,18.0,55.0,1
2918,69,6813,288120.0,20,349.0,351.0,1
2919,69,6800,176400.0,20,349.0,358.0,1
2920,69,6854,88200.0,20,349.0,358.0,1
2921,1336,8498,174720.0,20,335.0,330.0,1
2922,309,2781,295352.5,21,355.0,30.0,1
2923,991,1566,10810.8,20,327.0,327.0,1
2924,1220,9215,174105.0,171,,151.0,0
2925,1317,5301,345876.3,25,365.0,13.0,0
2926,1317,5298,143740.8,25,365.0,20.0,0
2927,1321,6622,876363.6,25,365.0,195.0,0
2928,287,9400,48860.0,71,31.0,59.0,1
2929,1258,8597,8437.5,19,335.0,323.0,1
2930,1336,8501,188160.0,19,366.0,358.0,1
2931,1336,8499,279300.0,19,366.0,6.0,1
2932,1336,8502,188160.0,19,366.0,2.0,1
2933,666,3684,308000.0,692,366.0,366.0,0
2934,1548,3345,8762895.23,182,366.0,181.0,0
2935,123,8931,3150.0,107,51.0,37.0,0
2936,31,6640,120016.0,125,105.0,74.0,0
2937,299,4185,1085852.25,605,19.0,90.0,0
2938,542,893,2999530.0,57,327.0,347.0,1
2939,1209,5569,697200.0,140,93.0,163.0,0
2940,1209,5570,562875.0,86,60.0,352.0,0
2941,971,2908,30561.3,98,335.0,327.0,1
2942,1582,7772,728000.0,18,366.0,320.0,1
2943,859,7869,914940.0,18,366.0,337.0,1
2944,144,3355,29736.0,18,335.0,350.0,1
2945,991,4674,429570.0,124,358.0,27.0,1
2946,564,744,45696.0,18,352.0,350.0,1
2947,282,385,539481.6,18,,34.0,0
2948,92,1214,15479.1,570,352.0,27.0,0
2949,784,1589,3604150.0,24,366.0,181.0,0
2950,957,3762,11984000.0,336,47.0,362.0,0
2951,971,2909,5556.6,97,330.0,322.0,1
2952,1132,6715,23780.0,569,365.0,90.0,0
2953,359,1340,98378162.75,72,353.0,365.0,0
2954,971,2910,2688.0,97,335.0,323.0,1
2955,555,871,100100.0,17,335.0,328.0,1
2956,555,872,100100.0,17,335.0,328.0,1
2957,859,7870,380650.0,17,322.0,327.0,1
2958,859,7868,905280.0,17,322.0,334.0,1
