,Opportunity_ID,Territory,Submitted_for_Approval,Bureaucratic_Code,Billing_Country,Account_Name,Opportunity_Name,Account_Owner,Opportunity_Owner,Account_Type,Quote_Type,Delivery_Terms,Last_Modified_By,Product_Family,Product_Name,ASP_Currency,ASP,ASP_(converted)_Currency,ASP_(converted),TRF,Total_Amount_Currency,Total_Amount,Total_Taxable_Amount,Prod_Category_A,diferencia_en_dias,Last_Modified_DOY,Opportunity_Created_DOY,Opportunity_Created_Year,Quote_Expiry_DOY,Planned_Delivery_Start_DOY,Planned_Delivery_Start_Year,Planned_Delivery_End_DOY,Target
2842,2956,0.0,0,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,55.0,0.0,0.49447,0.0,0.0,9548000.0,9548000.0,0.0006018711113978903,133,76,309,2016-11-04,,90,2017,90.0,0
2843,2958,0.0006018711113978903,0,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.39,0.0,0.39,20.0,-1.910245071947243e-05,7802121.6,7802121.6,0.0006018711113978903,130,73,309,2016-11-04,344.0,60,2017,90.0,0
2844,2959,0.0,0,0.0,-1.8892071306262376e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-3.950860739997964e-06,0.36,0.0,0.40719,23.0,-3.950860739997964e-06,8352000.0,8352000.0,0.0006018711113978903,397,340,309,2016-11-04,5.0,58,2018,355.0,0
2845,2960,0.0006018711113978903,0,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.355,0.0,0.355,11.0,-1.910245071947243e-05,3909998.4,3909998.4,0.0006018711113978903,165,108,309,2016-11-04,181.0,135,2017,166.0,0
2846,2961,0.0,0,0.0,-1.8892071306262376e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-3.950860739997964e-06,0.4266666666666667,0.0,0.4826,0.0,-3.950860739997964e-06,121560.0,364680.0,0.0006018711113978903,35,344,309,2016-11-04,330.0,340,2016,340.0,0
2847,2962,0.0,0,0.0,-1.8892071306262376e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-3.950860739997964e-06,0.41,0.0,0.46375,1.0,-3.950860739997964e-06,309652.5,309652.5,0.0006018711113978903,30,339,309,2016-11-04,347.0,16,2017,16.0,0
2848,2963,0.0,0,0.0,-1.8645652984876354e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-3.950860739997964e-06,0.425,0.0,0.48071,1.0,-3.950860739997964e-06,318325.0,318325.0,0.0006018711113978903,30,339,309,2016-11-04,,347,2016,365.0,0
2849,2964,0.0,0,0.0,-1.8892071306262376e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-3.950860739997964e-06,0.43,0.0,0.48637,0.0,-3.950860739997964e-06,65521.25,65521.25,0.0006018711113978903,34,343,309,2016-11-04,330.0,37,2017,37.0,0
2850,2965,0.0,0,0.0,-1.8892071306262376e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-3.950860739997964e-06,0.41,0.0,0.46375,0.0,-3.950860739997964e-06,154211.25,154211.25,0.0006018711113978903,131,74,309,2016-11-04,118.0,89,2017,89.0,0
2851,2966,0.0,0,0.0,-1.9230942540455424e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.47,0.0,0.47,0.0,-1.910245071947243e-05,3306.45,0.0,0.0006018711113978903,109,53,310,2016-11-05,335.0,321,2016,321.0,1
2852,2967,0.0,0,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.37,0.0,0.37,5.0,-1.910245071947243e-05,1852368.0,0.0,0.0006018711113978903,33,343,310,2016-11-05,365.0,44,2017,132.0,0
2853,2968,0.0,0,0.0,-1.8366167822362144e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-3.950860739997964e-06,0.38,0.0,0.42982,0.0,-3.950860739997964e-06,145350.0,145350.0,0.0006018711113978903,28,339,311,2016-11-06,315.0,354,2016,357.0,1
2854,2969,0.0006018711113978903,0,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,55.0,0.0,0.49447,0.0,0.0,10202500.0,10202500.0,0.0006018711113978903,27,339,312,2016-11-07,364.0,344,2016,344.0,1
2855,2970,0.0006018711113978903,0,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,55.0,0.0,0.49447,0.0,0.0,10202500.0,10202500.0,0.0006018711113978903,27,339,312,2016-11-07,364.0,13,2017,13.0,1
2856,2971,0.0006018711113978903,0,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,58.0,0.0,0.52144,0.0,0.0,11571000.0,11571000.0,0.0006018711113978903,27,339,312,2016-11-07,364.0,13,2017,13.0,1
2857,2972,0.0006018711113978903,0,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.47,0.0,0.47,0.0,-1.910245071947243e-05,88712.5,177425.0,0.0006018711113978903,27,339,312,2016-11-07,366.0,340,2016,340.0,1
2858,2973,0.0006018711113978903,0,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.47,0.0,0.47,0.0,-1.910245071947243e-05,184240.0,184240.0,0.0006018711113978903,27,339,312,2016-11-07,366.0,342,2016,342.0,1
2859,2974,0.0006018711113978903,0,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.47,0.0,0.47,0.0,-1.910245071947243e-05,85540.0,85540.0,0.0006018711113978903,27,339,312,2016-11-07,366.0,342,2016,342.0,1
2860,2975,0.0006018711113978903,0,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.39,0.0,0.39,2.0,-1.910245071947243e-05,781694.55,781694.55,0.0006018711113978903,30,342,312,2016-11-07,335.0,330,2016,5.0,0
2861,2976,0.0006018711113978903,0,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.63,0.0,0.4458,0.0,0.0,246960.0,493920.0,0.0006018711113978903,27,339,312,2016-11-07,31.0,9,2017,20.0,1
2862,2977,0.0006018711113978903,0,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.63,0.0,0.4458,0.0,0.0,123480.0,123480.0,0.0006018711113978903,27,339,312,2016-11-07,31.0,15,2017,27.0,1
2863,2978,0.0006018711113978903,0,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.63,0.0,0.4458,0.0,0.0,493920.0,1975680.0,0.0006018711113978903,27,339,312,2016-11-07,31.0,9,2017,15.0,1
2864,2979,0.0,0,0.0,-1.8645652984876354e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-3.950860739997964e-06,0.37,0.0,0.4185,1.0,-3.950860739997964e-06,295260.0,295260.0,0.0006018711113978903,92,38,312,2016-11-07,48.0,44,2017,69.0,1
2865,2980,0.0,0,0.0,-1.872707505031249e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.395,0.0,0.395,60.0,-1.910245071947243e-05,47397630.0,94795260.0,0.0006018711113978903,193,139,312,2016-11-07,344.0,274,2017,364.0,0
2866,2981,0.0,0,0.0,8.915629498727808e-06,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.8975664542130797e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.45,0.0,0.45,0.0,-1.910245071947243e-05,81900.0,81900.0,0.0006018711113978903,136,82,312,2016-11-07,342.0,361,2016,365.0,1
2867,2982,0.0,0,0.0,-1.840558019966335e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-3.950860739997964e-06,0.42,0.0,0.47506,0.0,-3.950860739997964e-06,80850.0,80850.0,0.0006018711113978903,28,341,313,2016-11-08,342.0,347,2016,347.0,0
2868,2983,0.0,0,0.0,-1.840558019966335e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-3.950860739997964e-06,0.45,0.0,0.5089899999999999,0.0,-3.950860739997964e-06,5953.5,5953.5,0.0006018711113978903,28,341,313,2016-11-08,,333,2016,333.0,0
2869,2984,0.0,0,0.0,-1.840558019966335e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-3.950860739997964e-06,0.36,0.0,0.40719,1.0,-3.950860739997964e-06,228960.0,228960.0,0.0006018711113978903,161,108,313,2016-11-08,108.0,128,2017,128.0,0
2870,2985,0.0,0,0.0,-1.9230942540455424e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.59,0.0,0.59,0.0,-1.910245071947243e-05,8260.0,8260.0,0.0006018711113978903,578,160,313,2016-11-08,343.0,316,2016,323.0,1
2871,2986,0.0,0,0.0,-1.9230942540455424e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.35,0.0,0.35,5.0,-1.910245071947243e-05,1749888.0,1749888.0,0.0006018711113978903,617,199,313,2016-11-08,352.0,62,2017,90.0,0
2872,2987,0.0,0,0.0,-1.9230942540455424e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.37,0.0,0.37,1.0,-1.910245071947243e-05,186480.0,186480.0,0.0006018711113978903,100,47,313,2016-11-08,37.0,60,2017,118.0,0
2873,2988,0.0,0,0.0,-1.9230942540455424e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.399,0.0,0.399,0.0,-1.910245071947243e-05,11227.86,11227.86,0.0006018711113978903,26,339,313,2016-11-08,343.0,312,2016,323.0,1
2874,2990,0.0,0,0.0,8.915629498727808e-06,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.4151,0.0,0.4151,0.0,-1.910245071947243e-05,77001.05,77001.05,0.0006018711113978903,26,339,313,2016-11-08,335.0,313,2016,323.0,1
2875,2992,0.0006018711113978903,0,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.8975664542130797e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.55,0.0,0.38919,0.0,0.0,215600.0,215600.0,0.0006018711113978903,26,339,313,2016-11-08,335.0,313,2016,323.0,1
2876,2993,0.0006018711113978903,0,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.8975664542130797e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.55,0.0,0.38919,0.0,0.0,107800.0,107800.0,0.0006018711113978903,26,339,313,2016-11-08,335.0,313,2016,323.0,1
2877,2994,0.0,0,0.0,-1.8645652984876354e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-3.950860739997964e-06,0.37,0.0,0.4185,3.0,-3.950860739997964e-06,1110148.0,1110148.0,0.0006018711113978903,26,339,313,2016-11-08,319.0,347,2016,358.0,0
2878,2995,0.0006018711113978903,0,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.8975664542130797e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.393,0.0,0.393,0.5,-1.910245071947243e-05,388284.0,776568.0,0.0006018711113978903,98,45,313,2016-11-08,354.0,13,2017,15.0,1
2879,2996,0.0,0,0.0,-1.8645652984876354e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-3.950860739997964e-06,0.38,0.0,0.42982,7.0,-3.950860739997964e-06,2660000.0,2660000.0,0.0006018711113978903,26,339,313,2016-11-08,319.0,340,2016,355.0,0
2880,2997,0.0,0,0.0,-1.8645652984876354e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-3.950860739997964e-06,0.395,0.0,0.44678,2.0,-3.950860739997964e-06,790246.88,790246.88,0.0006018711113978903,26,339,313,2016-11-08,,326,2016,351.0,0
2881,2998,0.0,0,0.0,-1.8645652984876354e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-3.950860739997964e-06,0.385,0.0,0.43547,0.0,-3.950860739997964e-06,135183.13,135183.13,0.0006018711113978903,167,114,313,2016-11-08,,121,2017,146.0,0
2882,2999,0.0,0,0.0,-1.8366167822362144e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-3.950860739997964e-06,0.425,0.0,0.48071499999999995,0.0,-3.950860739997964e-06,77880.0,155760.0,0.0006018711113978903,26,339,313,2016-11-08,315.0,319,2016,323.0,1
2883,3000,0.0,0,0.0,-1.8645652984876354e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-3.950860739997964e-06,0.4,0.0,0.45244,5.0,-3.950860739997964e-06,2002000.0,2002000.0,0.0006018711113978903,70,17,313,2016-11-08,323.0,4,2017,54.0,0
2884,3001,0.0,0,0.0,-1.8645652984876354e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-3.950860739997964e-06,0.3625,0.0,0.41002,1.5,-3.950860739997964e-06,1081361.25,2162722.5,0.0006018711113978903,157,104,313,2016-11-08,104.0,106,2017,132.0,0
2885,3002,0.0,0,0.0,-1.852483881866765e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-3.950860739997964e-06,0.385,0.0,0.43547,0.0,-3.950860739997964e-06,39270.0,39270.0,0.0006018711113978903,36,349,313,2016-11-08,329.0,333,2016,335.0,0
2886,3003,0.0,0,0.0,-1.9230942540455424e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.399,0.0,0.399,0.0,-1.910245071947243e-05,174031.83,174031.83,0.0006018711113978903,25,339,314,2016-11-09,344.0,313,2016,323.0,1
2887,3004,0.0,0,0.0,-1.9230942540455424e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.45,0.0,0.45,0.0,-1.910245071947243e-05,37989.0,0.0,0.0006018711113978903,105,53,314,2016-11-09,335.0,319,2016,319.0,1
2888,3006,0.0,0,0.0,-1.9230942540455424e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.42,0.0,0.42,0.0,-1.910245071947243e-05,5909.4,0.0,0.0006018711113978903,105,53,314,2016-11-09,328.0,316,2016,316.0,1
2889,3007,0.0,0,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237850.0,1902800.0,0.0006018711113978903,25,339,314,2016-11-09,322.0,323,2016,323.0,1
2890,3008,0.0,0,0.0,-1.8892071306262376e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-3.950860739997964e-06,0.38,0.0,0.42982,2.0,-3.950860739997964e-06,649800.0,649800.0,0.0006018711113978903,187,135,314,2016-11-09,181.0,248,2017,248.0,0
2891,3009,0.0,0,0.0,-1.840558019966335e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-3.950860739997964e-06,0.45,0.0,0.5089899999999999,0.0,-3.950860739997964e-06,65488.5,65488.5,0.0006018711113978903,29,343,314,2016-11-09,344.0,16,2017,16.0,0
2892,3010,0.0,0,0.0,-1.852483881866765e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-3.950860739997964e-06,0.415,0.0,0.4694,1.0,-3.950860739997964e-06,261450.0,261450.0,0.0006018711113978903,25,339,314,2016-11-09,320.0,333,2016,337.0,1
2893,3011,0.0,0,0.0,-4.7706239092193865e-06,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-3.950860739997964e-06,0.455,0.0,0.51465,0.0,-3.950860739997964e-06,95550.0,95550.0,0.0006018711113978903,25,339,314,2016-11-09,344.0,326,2016,337.0,0
2894,3012,0.0,0,0.0,-1.8645652984876354e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-3.950860739997964e-06,0.42,0.0,0.47506,0.0,-3.950860739997964e-06,81900.0,81900.0,0.0006018711113978903,25,339,314,2016-11-09,349.0,340,2016,351.0,1
2895,3013,0.0,0,0.0,-1.9230942540455424e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.42,0.0,0.42,0.0,-1.910245071947243e-05,5909.4,0.0,0.0006018711113978903,104,53,315,2016-11-10,327.0,319,2016,319.0,1
2896,3014,0.0,0,0.0,-1.9230942540455424e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.37,0.0,0.37,0.0,-1.910245071947243e-05,12432.0,12432.0,0.0006018711113978903,210,159,315,2016-11-10,44.0,152,2017,166.0,0
2897,3015,0.0,0,0.0,-1.9230942540455424e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.43,0.0,0.43,0.0,-1.910245071947243e-05,156520.0,156520.0,0.0006018711113978903,24,339,315,2016-11-10,346.0,324,2016,324.0,1
2898,3016,0.0,0,0.0,-1.9230942540455424e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.38,0.0,0.38,5.0,-1.910245071947243e-05,3741502.8,7483005.6,0.0006018711113978903,268,217,315,2016-11-10,69.0,220,2017,228.0,1
2899,3017,0.0006018711113978903,0,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.48,0.0,0.48,0.0,-1.910245071947243e-05,27360.0,27360.0,0.0006018711113978903,24,339,315,2016-11-10,335.0,319,2016,335.0,1
2900,3018,0.0,0,0.0,-1.8809211344392805e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.41,0.0,0.41,0.0,-1.910245071947243e-05,83947.5,0.0,0.0006018711113978903,24,339,315,2016-11-10,316.0,324,2016,324.0,1
2901,3019,0.0,0,0.0,-1.852483881866765e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.41,0.0,0.41,3.0,-1.910245071947243e-05,1230153.75,1230153.75,0.0006018711113978903,60,9,315,2016-11-10,327.0,361,2016,25.0,0
2902,3020,0.0006018711113978903,0,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.8975664542130797e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.39,0.0,0.39,0.0,-1.910245071947243e-05,113513.4,113513.4,0.0006018711113978903,25,340,315,2016-11-10,355.0,355,2016,355.0,1
2903,3021,0.0,0,0.0,-1.840558019966335e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-3.950860739997964e-06,0.385,0.0,0.43547,0.0,-3.950860739997964e-06,162662.5,162662.5,0.0006018711113978903,90,40,316,2016-11-11,58.0,72,2017,72.0,0
2904,3022,0.0,0,0.0,-1.8366167822362144e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-3.950860739997964e-06,0.3725,0.0,0.42133000000000004,25.0,-3.950860739997964e-06,18626156.25,37252312.5,0.0006018711113978903,59,9,316,2016-11-11,344.0,122,2017,179.0,0
2905,3023,0.0,0,0.0,-1.9230942540455424e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.37,0.0,0.37,0.0,-1.910245071947243e-05,19891.2,19891.2,0.0006018711113978903,209,159,316,2016-11-11,44.0,152,2017,166.0,0
2906,3024,0.0,0,0.0,-1.9230942540455424e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.37,0.0,0.37,0.0,-1.910245071947243e-05,17404.8,17404.8,0.0006018711113978903,209,159,316,2016-11-11,44.0,152,2017,166.0,0
2907,3025,0.0,0,0.0,-1.9230942540455424e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.37,0.0,0.37,0.0,-1.910245071947243e-05,44755.2,44755.2,0.0006018711113978903,209,159,316,2016-11-11,44.0,152,2017,166.0,0
2908,3026,0.0,0,0.0,-1.840558019966335e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-3.950860739997964e-06,0.365,0.0,0.41285,0.0,-3.950860739997964e-06,111233.75,111233.75,0.0006018711113978903,316,266,316,2016-11-11,282.0,275,2017,275.0,0
2909,3027,0.0,0,0.0,-1.9230942540455424e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.45,0.0,0.45,0.0,-1.910245071947243e-05,12600.0,0.0,0.0006018711113978903,224,174,316,2016-11-11,335.0,322,2016,322.0,1
2910,3028,0.0,0,0.0,-1.8768053332698294e-05,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,0.0,0.0006018711113978903,0.0006018711113978903,0.0006018711113978903,0.0,-1.910245071947243e-05,0.42,0.0,0.42,0.0,-1.910245071947243e-05,68275.2,68275.2,0.0006018711113978903,23,339,316,2016-11-11,345.0,351,2016,351.0,1
