,Opportunity_ID,Items_Count,Region,Territory,"Pricing, Delivery_Terms_Quote_Appr",Bureaucratic_Code_0_Approval,Bureaucratic_Code_0_Approved,Submitted_for_Approval,Bureaucratic_Code,Account_Created_Date,Billing_Country,Account_Name,Opportunity_Name,Account_Owner,Opportunity_Owner,Account_Type,Opportunity_Type,Quote_Type,Delivery_Terms,Currency,Last_Modified_By,Product_Family,Product_Name,ASP_Currency,ASP,ASP_(converted)_Currency,ASP_(converted),Month,Delivery_Quarter,Delivery_Year,TRF,Total_Amount_Currency,Total_Amount,Total_Taxable_Amount_Currency,Total_Taxable_Amount,Prod_Category_A,diferencia_en_dias,Last_Modified_DOY,Last_Modified_Year,Opportunity_Created_DOY,Opportunity_Created_Year,Quote_Expiry_DOY,Quote_Expiry_Year,Planned_Delivery_Start_DOY,Planned_Delivery_Start_Year,Planned_Delivery_End_DOY,Planned_Delivery_End_Year,Target
360,373,2,Japan,None,1,1,1,0,Bureaucratic_Code_4,10/30/2015,Japan,Account_Name_501,Opportunity_Name_1285,Person_Name_50,Person_Name_50,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_20,Product_Name_20,JPY,45.0,,0.40457,2017 - 2,Q1,2017,0.0,JPY,4474000.0,JPYJPY,8948000.0,Prod_Category_A_None,394,39,2018,10,2017-01-10,19.0,2017.0,51,2017,51.0,2017.0,1
361,374,2,Japan,None,1,1,1,0,Bureaucratic_Code_4,10/30/2015,Japan,Account_Name_501,Opportunity_Name_1284,Person_Name_50,Person_Name_50,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_20,Product_Name_20,JPY,45.0,,0.40457,2017 - 2,Q1,2017,0.0,JPY,4474000.0,JPYJPY,8948000.0,Prod_Category_A_None,394,39,2018,10,2017-01-10,12.0,2017.0,44,2017,44.0,2017.0,0
362,375,2,Japan,None,1,1,1,0,Bureaucratic_Code_4,10/30/2015,Japan,Account_Name_501,Opportunity_Name_1293,Person_Name_50,Person_Name_50,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_116,Product_Name_167,JPY,45.0,,0.40457,2017 - 1,Q1,2017,0.0,JPY,4474000.0,JPYJPY,8948000.0,Prod_Category_A_None,394,39,2018,10,2017-01-10,19.0,2017.0,20,2017,20.0,2017.0,1
363,376,2,EMEA,Netherlands,1,1,1,0,Bureaucratic_Code_4,3/30/2015,Netherlands,Account_Name_5,Opportunity_Name_4074,Person_Name_18,Person_Name_18,Account_Type_0,Opportunity_Type_7,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_133,Product_Name_220,EUR,0.4,,0.45244,2017 - 7,Q3,2017,0.5,EUR,687300.0,EUREUR,1374600.0,Prod_Category_A_None,394,39,2018,10,2017-01-10,90.0,2017.0,184,2017,362.0,2017.0,0
364,377,2,EMEA,SE America,1,1,1,0,Bureaucratic_Code_4,7/2/2015,Germany,Account_Name_648,Opportunity_Name_5255,Person_Name_14,Person_Name_14,Account_Type_2,Opportunity_Type_19,Non Binding,Delivery_Terms_1,None,Person_Name_41,Product_Family_100,Product_Name_130,USD,0.375,,0.375,2017 - 6,Q2,2017,30.0,USD,22505625.0,USDUSD,45011250.0,Prod_Category_A_None,624,269,2018,10,2017-01-10,120.0,2017.0,156,2017,243.0,2017.0,0
365,378,1,EMEA,Belgium,1,1,1,0,Bureaucratic_Code_4,7/27/2013,Netherlands,Account_Name_1274,Opportunity_Name_3551,Person_Name_18,Person_Name_18,Account_Type_0,Opportunity_Type_7,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_116,Product_Name_167,EUR,0.39,,0.44113,2017 - 1,Q1,2017,0.0,EUR,81900.0,EUR,81900.0,Prod_Category_A_None,394,39,2018,10,2017-01-10,18.0,2017.0,19,2017,19.0,2017.0,1
366,379,1,EMEA,Belgium,1,0,0,0,Bureaucratic_Code_4,1/7/2016,Belgium,Account_Name_350,Opportunity_Name_3571,Person_Name_18,Person_Name_18,Account_Type_0,Opportunity_Type_7,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_77,Product_Name_100,EUR,0.36,,0.40719,2017 - 5,Q2,2017,0.0,EUR,60840.0,EUR,60840.0,Prod_Category_A_None,394,39,2018,10,2017-01-10,82.0,2017.0,129,2017,129.0,2017.0,1
367,380,1,EMEA,France,1,0,0,0,Bureaucratic_Code_4,5/26/2016,French Southern Territories,Account_Name_1518,Opportunity_Name_7483,Person_Name_16,Person_Name_16,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_8,None,Person_Name_47,Product_Family_204,Product_Name_412,EUR,0.395,,0.44678,2017 - 12,Q4,2017,10.0,EUR,4022285.0,EUR,4022285.0,Prod_Category_A_None,394,39,2018,10,2017-01-10,338.0,2017.0,338,2017,26.0,2018.0,0
368,381,3,EMEA,Germany,1,1,1,0,Bureaucratic_Code_4,7/27/2013,Germany,Account_Name_533,Opportunity_Name_4313,Person_Name_13,Person_Name_13,Account_Type_0,Opportunity_Type_7,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_133,Product_Name_226,EUR,0.39999999999999997,,0.45243666666666665,2017 - 2,Q1,2017,0.0,EUR,249562.5,EUREUREUR,748687.5,Prod_Category_A_None,393,39,2018,11,2017-01-11,46.0,2017.0,37,2017,55.0,2017.0,1
369,384,1,Americas,NE America,1,0,0,0,Bureaucratic_Code_4,6/16/2016,United States,Account_Name_1196,Opportunity_Name_7211,Person_Name_3,Person_Name_3,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_193,Product_Name_383,USD,0.39,,0.39,2017 - 1,Q1,2017,0.0,USD,85053.15,USD,0.0,Prod_Category_A_None,393,39,2018,11,2017-01-11,13.0,2017.0,23,2017,23.0,2017.0,1
370,386,1,Americas,NE America,1,0,0,0,Bureaucratic_Code_4,6/16/2016,United States,Account_Name_1196,Opportunity_Name_7212,Person_Name_3,Person_Name_3,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_158,Product_Name_289,USD,0.375,,0.375,2017 - 1,Q1,2017,0.0,USD,51266.25,USD,0.0,Prod_Category_A_None,393,39,2018,11,2017-01-11,13.0,2017.0,23,2017,23.0,2017.0,1
371,387,1,Americas,NE America,1,1,1,0,Bureaucratic_Code_4,7/27/2013,United States,Account_Name_492,Opportunity_Name_12657,Person_Name_3,Person_Name_3,Account_Type_2,Opportunity_Type_19,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_201,Product_Name_407,USD,0.379,,0.379,2017 - 4,Q2,2017,10.0,USD,3791190.06,USD,0.0,Prod_Category_A_None,393,39,2018,11,2017-01-11,93.0,2017.0,114,2017,118.0,2017.0,0
372,388,1,Americas,NE America,1,1,1,0,Bureaucratic_Code_4,7/27/2013,United States,Account_Name_492,Opportunity_Name_12659,Person_Name_3,Person_Name_3,Account_Type_2,Opportunity_Type_19,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_201,Product_Name_406,USD,0.369,,0.369,2017 - 7,Q3,2017,18.0,USD,6644612.52,USD,0.0,Prod_Category_A_None,393,39,2018,11,2017-01-11,188.0,2017.0,205,2017,209.0,2017.0,0
373,389,1,Americas,NE America,1,1,1,0,Bureaucratic_Code_4,7/27/2013,United States,Account_Name_492,Opportunity_Name_12660,Person_Name_3,Person_Name_3,Account_Type_2,Opportunity_Type_19,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_201,Product_Name_406,USD,0.369,,0.369,2017 - 7,Q3,2017,19.0,USD,6829038.72,USD,0.0,Prod_Category_A_None,393,39,2018,11,2017-01-11,188.0,2017.0,212,2017,272.0,2017.0,0
374,390,2,Americas,NE America,1,1,1,0,Bureaucratic_Code_4,9/24/2014,United States,Account_Name_1946,Opportunity_Name_12061,Person_Name_3,Person_Name_3,Account_Type_2,Opportunity_Type_19,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_202,Product_Name_402,USD,0.389,,0.389,2017 - 7,Q3,2017,10.0,USD,7782442.92,USDUSD,0.0,Prod_Category_A_None,393,39,2018,11,2017-01-11,184.0,2017.0,198,2017,202.0,2017.0,0
375,391,2,Japan,None,1,1,1,0,Bureaucratic_Code_4,10/30/2015,Japan,Account_Name_501,Opportunity_Name_1288,Person_Name_50,Person_Name_50,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_20,Product_Name_20,JPY,45.0,,0.40457,2017 - 2,Q1,2017,0.0,JPY,3592000.0,JPYJPY,7184000.0,Prod_Category_A_None,393,39,2018,11,2017-01-11,12.0,2017.0,51,2017,51.0,2017.0,0
376,392,2,Japan,None,1,1,1,0,Bureaucratic_Code_4,10/30/2015,Japan,Account_Name_501,Opportunity_Name_1290,Person_Name_50,Person_Name_50,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_20,Product_Name_20,JPY,45.0,,0.40457,2017 - 2,Q1,2017,0.0,JPY,4474000.0,JPYJPY,8948000.0,Prod_Category_A_None,393,39,2018,11,2017-01-11,12.0,2017.0,51,2017,51.0,2017.0,0
377,393,2,Japan,None,1,1,1,0,Bureaucratic_Code_4,10/30/2015,Japan,Account_Name_501,Opportunity_Name_1286,Person_Name_50,Person_Name_50,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_20,Product_Name_20,JPY,45.0,,0.40457,2017 - 1,Q1,2017,0.0,JPY,4533000.0,JPYJPY,9066000.0,Prod_Category_A_None,393,39,2018,11,2017-01-11,19.0,2017.0,20,2017,20.0,2017.0,0
378,394,2,Japan,None,1,1,1,0,Bureaucratic_Code_4,10/30/2015,Japan,Account_Name_501,Opportunity_Name_1276,Person_Name_50,Person_Name_50,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_20,Product_Name_20,JPY,45.0,,0.40457,2017 - 2,Q1,2017,0.0,JPY,4533000.0,JPYJPY,9066000.0,Prod_Category_A_None,393,39,2018,11,2017-01-11,12.0,2017.0,51,2017,51.0,2017.0,0
379,395,2,Japan,None,1,1,1,0,Bureaucratic_Code_4,10/30/2015,Japan,Account_Name_501,Opportunity_Name_1295,Person_Name_50,Person_Name_50,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_20,Product_Name_20,JPY,45.0,,0.40457,2017 - 3,Q1,2017,0.0,JPY,3614000.0,JPYJPY,7228000.0,Prod_Category_A_None,393,39,2018,11,2017-01-11,12.0,2017.0,69,2017,69.0,2017.0,0
380,396,1,EMEA,Italy,1,1,1,0,Bureaucratic_Code_4,7/27/2013,Italy,Account_Name_1067,Opportunity_Name_11843,Person_Name_2,Person_Name_23,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_77,Product_Name_100,EUR,0.385,,0.43546999999999997,2017 - 3,Q1,2017,0.0,EUR,150150.0,EUR,150150.0,Prod_Category_A_None,393,39,2018,11,2017-01-11,26.0,2017.0,79,2017,87.0,2017.0,0
381,397,1,EMEA,Germany,1,0,0,0,Bureaucratic_Code_5,11/11/2016,Germany,Account_Name_941,Opportunity_Name_9173,Person_Name_13,Person_Name_13,Account_Type_5,Opportunity_Type_1,Non Binding,Delivery_Terms_1,None,Person_Name_47,Product_Family_100,Product_Name_132,EUR,0.365,,0.41285,2017 - 11,Q4,2017,0.0,EUR,103477.5,EUR,103477.5,Prod_Category_A_None,393,39,2018,11,2017-01-11,55.0,2017.0,305,2017,334.0,2017.0,0
382,398,1,EMEA,Germany,0,0,0,0,Bureaucratic_Code_4,7/27/2013,Germany,Account_Name_1693,Opportunity_Name_4127,Person_Name_13,Person_Name_13,Account_Type_0,Opportunity_Type_19,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_100,Product_Name_128,EUR,0.365,,0.41285,2017 - 10,Q4,2017,1.0,EUR,271012.5,EUR,271012.5,Prod_Category_A_None,393,39,2018,11,2017-01-11,54.0,2018.0,282,2017,328.0,2017.0,0
383,399,2,EMEA,United Kingdom,1,1,1,0,Bureaucratic_Code_4,1/11/2017,United Kingdom,Account_Name_556,Opportunity_Name_4179,Person_Name_18,Person_Name_18,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_115,Product_Name_192,EUR,0.395,,0.44678,2017 - 1,Q1,2017,0.0,EUR,75930.0,EUREUR,151860.0,Prod_Category_A_None,393,39,2018,11,2017-01-11,16.0,2017.0,24,2017,30.0,2017.0,1
384,401,1,EMEA,Spain,1,0,0,0,Bureaucratic_Code_5,7/27/2013,Spain,Account_Name_59,Opportunity_Name_2153,Person_Name_42,Person_Name_23,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_77,Product_Name_96,EUR,0.37,,0.4185,2017 - 3,Q1,2017,1.0,EUR,288600.0,EUR,288600.0,Prod_Category_A_None,392,39,2018,12,2017-01-12,56.0,2017.0,79,2017,82.0,2017.0,0
385,402,1,Americas,SE America,0,0,0,0,Bureaucratic_Code_4,12/22/2015,United States,Account_Name_167,Opportunity_Name_6228,Person_Name_38,Person_Name_25,Account_Type_5,Opportunity_Type_7,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_170,Product_Name_327,USD,0.4,,0.4,2017 - 1,Q1,2017,0.0,USD,10752.0,USD,10752.0,Prod_Category_A_None,392,39,2018,12,2017-01-12,42.0,2017.0,20,2017,31.0,2017.0,1
386,403,1,APAC,India,1,1,0,0,Bureaucratic_Code_2,1/12/2017,India,Account_Name_1396,Opportunity_Name_9899,Person_Name_49,Person_Name_49,Account_Type_5,Opportunity_Type_19,Non Binding,Delivery_Terms_1,None,Person_Name_47,Product_Family_164,Product_Name_306,USD,0.345,,0.345,2017 - 2,Q1,2017,2.0,USD,743989.05,USD,743989.05,Prod_Category_A_None,392,39,2018,12,2017-01-12,90.0,2017.0,37,2017,48.0,2017.0,0
387,404,1,EMEA,Netherlands,0,0,0,0,Bureaucratic_Code_1,3/30/2015,Netherlands,Account_Name_5,Opportunity_Name_1202,Person_Name_18,Person_Name_18,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_100,Product_Name_132,EUR,0.37,,0.4185,2017 - 7,Q3,2017,0.0,EUR,149850.0,EUR,149850.0,Prod_Category_A_None,392,39,2018,12,2017-01-12,182.0,2017.0,182,2017,182.0,2017.0,1
388,405,1,EMEA,Spain,1,1,1,0,Bureaucratic_Code_4,7/27/2013,Spain,Account_Name_59,Opportunity_Name_2156,Person_Name_42,Person_Name_39,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_110,Product_Name_162,EUR,0.38,,0.42982,2017 - 1,Q1,2017,0.0,EUR,78375.0,EUR,78375.0,Prod_Category_A_None,392,39,2018,12,2017-01-12,31.0,2017.0,18,2017,23.0,2017.0,1
389,406,1,EMEA,France,1,1,0,0,Bureaucratic_Code_5,1/12/2017,French Southern Territories,Account_Name_508,Opportunity_Name_7281,Person_Name_16,Person_Name_16,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_8,None,Person_Name_47,Product_Family_127,Product_Name_213,EUR,0.37,,0.4185,2017 - 8,Q3,2017,10.0,EUR,3793563.75,EUR,3793563.75,Prod_Category_A_None,392,39,2018,12,2017-01-12,151.0,2017.0,226,2017,268.0,2017.0,0
390,407,2,Japan,None,1,1,1,0,Bureaucratic_Code_4,8/11/2013,Japan,Account_Name_1522,Opportunity_Name_658,Person_Name_50,Person_Name_50,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_20,Product_Name_20,JPY,49.0,,0.44053000000000003,2017 - 1,Q1,2017,0.0,JPY,594800.0,JPYJPY,1189600.0,Prod_Category_A_None,392,39,2018,12,2017-01-12,12.0,2017.0,13,2017,13.0,2017.0,1
391,408,1,EMEA,Germany,1,0,0,0,Bureaucratic_Code_5,1/22/2014,Germany,Account_Name_272,Opportunity_Name_8965,Person_Name_4,Person_Name_4,Account_Type_5,Opportunity_Type_1,Non Binding,Delivery_Terms_1,None,Person_Name_47,Product_Family_184,Product_Name_363,EUR,0.41,,0.46375,2017 - 5,Q2,2017,0.0,EUR,2841.3,EUR,2841.3,Prod_Category_A_None,392,39,2018,12,2017-01-12,18.0,2017.0,121,2017,146.0,2017.0,1
392,409,2,EMEA,Poland,1,1,1,0,Bureaucratic_Code_4,12/14/2016,Austria,Account_Name_1425,Opportunity_Name_9018,Person_Name_41,Person_Name_41,Account_Type_2,Opportunity_Type_19,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_100,Product_Name_131,EUR,0.35,,0.39588,2017 - 7,Q3,2017,6.5,EUR,4563562.5,EUREUR,9127125.0,Prod_Category_A_None,392,39,2018,12,2017-01-12,111.0,2017.0,198,2017,272.0,2017.0,0
393,411,2,Japan,Japan,1,1,1,0,Bureaucratic_Code_4,7/3/2015,Japan,Account_Name_702,Opportunity_Name_7835,Person_Name_55,Person_Name_32,Account_Type_2,Opportunity_Type_7,Non Binding,Delivery_Terms_5,None,Person_Name_47,Product_Family_125,Product_Name_217,JPY,56.5,,0.5079549999999999,2017 - 3,Q1,2017,0.0,JPY,21773500.0,JPYJPY,43547000.0,Prod_Category_A_None,391,39,2018,13,2017-01-13,31.0,2017.0,60,2017,60.0,2017.0,1
394,412,1,Japan,Japan,1,1,1,0,Bureaucratic_Code_4,7/3/2015,Japan,Account_Name_702,Opportunity_Name_7836,Person_Name_55,Person_Name_32,Account_Type_2,Opportunity_Type_7,Non Binding,Delivery_Terms_5,None,Person_Name_47,Product_Family_85,Product_Name_111,JPY,55.0,,0.49446999999999997,2017 - 3,Q1,2017,0.0,JPY,20405000.0,JPY,20405000.0,Prod_Category_A_None,391,39,2018,13,2017-01-13,31.0,2017.0,62,2017,62.0,2017.0,1
395,414,1,EMEA,Spain,0,0,0,0,Bureaucratic_Code_4,10/28/2014,Spain,Account_Name_312,Opportunity_Name_11923,Person_Name_2,Person_Name_23,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_73,Product_Name_85,EUR,0.385,,0.43546999999999997,2017 - 2,Q1,2017,0.0,EUR,73631.25,EUR,73631.25,Prod_Category_A_None,391,39,2018,13,2017-01-13,54.0,2017.0,58,2017,,,0
396,415,1,EMEA,Denmark,1,1,1,0,Bureaucratic_Code_4,7/27/2013,Germany,Account_Name_533,Opportunity_Name_5020,Person_Name_13,Person_Name_13,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_121,Product_Name_181,EUR,0.44,,0.49768,2017 - 10,Q4,2017,0.0,EUR,138600.0,EUR,138600.0,Prod_Category_A_None,391,39,2018,13,2017-01-13,,,282,2017,300.0,2017.0,0
397,417,2,Americas,SE America,1,1,0,0,Bureaucratic_Code_5,9/28/2016,United States,Account_Name_428,Opportunity_Name_3736,Person_Name_64,Person_Name_64,Account_Type_5,Opportunity_Type_19,Non Binding,Delivery_Terms_6,None,Person_Name_6,Product_Family_164,Product_Name_308,USD,0.3325,,0.3325,2017 - 2,Q1,2017,2.5,USD,1678696.4300000002,USDUSD,3357392.86,Prod_Category_A_None,551,199,2018,13,2017-01-13,,,32,2017,41.0,2017.0,0
398,418,1,EMEA,Germany,1,1,1,0,Bureaucratic_Code_4,12/14/2016,Germany,Account_Name_1128,Opportunity_Name_2190,Person_Name_4,Person_Name_4,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_2,None,Person_Name_41,Product_Family_115,Product_Name_168,EUR,0.3875,,0.4383,2017 - 2,Q1,2017,1.0,EUR,287525.0,EUR,287525.0,Prod_Category_A_None,621,269,2018,13,2017-01-13,31.0,2017.0,58,2017,69.0,2017.0,1
399,419,1,EMEA,Poland,1,1,1,0,Bureaucratic_Code_4,1/13/2017,Poland,Account_Name_1333,Opportunity_Name_663,Person_Name_4,Person_Name_4,Account_Type_2,Opportunity_Type_19,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_77,Product_Name_100,EUR,0.385,,0.43546999999999997,2017 - 3,Q1,2017,0.0,EUR,142642.5,EUR,142642.5,Prod_Category_A_None,391,39,2018,13,2017-01-13,27.0,2017.0,65,2017,151.0,2017.0,0
400,420,1,Americas,SE America,0,0,0,0,Bureaucratic_Code_4,10/12/2016,United States,Account_Name_1880,Opportunity_Name_1373,Person_Name_45,Person_Name_45,Account_Type_2,Opportunity_Type_19,Non Binding,Delivery_Terms_2,None,Person_Name_6,Product_Family_170,Product_Name_327,USD,0.39,,0.39,2017 - 1,Q1,2017,0.0,USD,62899.2,USD,62899.2,Prod_Category_A_None,512,160,2018,13,2017-01-13,,,20,2017,27.0,2017.0,0
401,421,1,Americas,SE America,1,1,1,0,Bureaucratic_Code_4,10/12/2016,United States,Account_Name_1880,Opportunity_Name_2700,Person_Name_45,Person_Name_45,Account_Type_2,Opportunity_Type_19,Non Binding,Delivery_Terms_2,None,Person_Name_6,Product_Family_170,Product_Name_323,USD,0.368,,0.368,2017 - 1,Q1,2017,1.0,USD,368471.04,USD,368471.04,Prod_Category_A_None,512,160,2018,13,2017-01-13,,,27,2017,41.0,2017.0,0
402,422,2,Japan,Japan,1,1,1,0,Bureaucratic_Code_4,9/23/2013,Japan,Account_Name_1991,Opportunity_Name_7858,Person_Name_32,Person_Name_32,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_5,None,Person_Name_47,Product_Family_85,Product_Name_111,JPY,50.0,,0.44952,2017 - 2,Q1,2017,0.0,JPY,5247000.0,JPYJPY,10494000.0,Prod_Category_A_None,388,39,2018,16,2017-01-16,90.0,2017.0,37,2017,37.0,2017.0,1
403,423,1,Japan,Japan,1,1,1,0,Bureaucratic_Code_4,9/23/2013,Japan,Account_Name_1991,Opportunity_Name_7859,Person_Name_32,Person_Name_32,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_77,Product_Name_100,JPY,56.0,,0.50346,2017 - 2,Q1,2017,0.0,JPY,2912000.0,JPY,2912000.0,Prod_Category_A_None,388,39,2018,16,2017-01-16,90.0,2017.0,48,2017,48.0,2017.0,1
404,424,3,Japan,Japan,1,1,1,0,Bureaucratic_Code_4,9/23/2013,Japan,Account_Name_1991,Opportunity_Name_7862,Person_Name_32,Person_Name_32,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_5,None,Person_Name_47,Product_Family_115,Product_Name_192,JPY,50.0,,0.44952,2017 - 2,Q1,2017,0.0,JPY,9237500.0,JPYJPYJPY,27712500.0,Prod_Category_A_None,388,39,2018,16,2017-01-16,90.0,2017.0,32,2017,32.0,2017.0,1
405,425,1,APAC,Singapore,0,0,0,0,Bureaucratic_Code_4,8/31/2016,Singapore,Account_Name_430,Opportunity_Name_4671,Person_Name_21,Person_Name_65,Account_Type_2,Opportunity_Type_1,Binding,Delivery_Terms_6,None,Person_Name_19,Product_Family_125,Product_Name_197,USD,0.38,,0.38,2017 - 3,Q1,2017,1.0,USD,208477.5,USD,208477.5,Prod_Category_A_None,598,249,2018,16,2017-01-16,59.0,2017.0,90,2017,120.0,2017.0,1
406,426,1,APAC,Philippines,0,1,1,0,Bureaucratic_Code_4,1/16/2017,Philippines,Account_Name_277,Opportunity_Name_11885,Person_Name_44,Person_Name_44,None,Opportunity_Type_8,Non Binding,Delivery_Terms_1,None,Person_Name_47,Product_Family_115,Product_Name_192,USD,0.42,,0.42,2017 - 1,Q1,2017,0.0,USD,17640.0,USD,17640.0,Prod_Category_A_None,388,39,2018,16,2017-01-16,59.0,2017.0,31,2017,59.0,2017.0,0
407,427,2,Japan,None,1,1,1,0,Bureaucratic_Code_4,8/11/2013,Japan,Account_Name_1522,Opportunity_Name_660,Person_Name_50,Person_Name_50,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_20,Product_Name_20,JPY,49.0,,0.44053000000000003,2017 - 1,Q1,2017,0.0,JPY,672400.0,JPYJPY,1344800.0,Prod_Category_A_None,388,39,2018,16,2017-01-16,16.0,2017.0,27,2017,27.0,2017.0,1
408,428,6,Japan,None,1,1,1,0,Bureaucratic_Code_4,4/20/2015,Japan,Account_Name_1888,Opportunity_Name_11668,Person_Name_50,Person_Name_50,Account_Type_2,Opportunity_Type_7,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_230,Product_Name_495,JPY,55.0,,0.49446999999999997,2017 - 1,Q1,2017,0.0,JPY,347400.0,JPYJPYJPYJPYJPYJPY,2084400.0,Prod_Category_A_None,388,39,2018,16,2017-01-16,16.0,2017.0,19,2017,19.0,2017.0,1
409,429,1,EMEA,Norway,1,0,0,0,Bureaucratic_Code_4,9/30/2016,Norway,Account_Name_1195,Opportunity_Name_9185,Person_Name_58,Person_Name_13,Account_Type_2,Opportunity_Type_19,Non Binding,Delivery_Terms_1,None,Person_Name_47,Product_Family_77,Product_Name_99,EUR,0.37,,0.4185,2017 - 4,Q2,2017,10.0,EUR,3703700.0,EUR,3703700.0,Prod_Category_A_None,388,39,2018,16,2017-01-16,46.0,2017.0,93,2017,118.0,2017.0,0
410,430,1,EMEA,Germany,0,0,0,0,Bureaucratic_Code_4,7/27/2013,Germany,Account_Name_533,Opportunity_Name_10317,Person_Name_13,Person_Name_13,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_128,Product_Name_209,EUR,0.395,,0.44678,2017 - 5,Q2,2017,0.0,EUR,129461.25,EUR,129461.25,Prod_Category_A_None,388,39,2018,16,2017-01-16,,,128,2017,146.0,2017.0,0
411,431,1,EMEA,Germany,1,1,1,0,Bureaucratic_Code_4,10/11/2013,Germany,Account_Name_1793,Opportunity_Name_9421,Person_Name_4,Person_Name_4,Account_Type_5,Opportunity_Type_19,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_100,Product_Name_130,EUR,0.365,,0.41285,2017 - 3,Q1,2017,12.0,EUR,4380547.5,EUR,4380547.5,Prod_Category_A_None,388,39,2018,16,2017-01-16,32.0,2017.0,72,2017,89.0,2017.0,0
412,432,1,EMEA,Germany,1,1,0,0,Bureaucratic_Code_5,10/11/2013,Germany,Account_Name_1793,Opportunity_Name_9536,Person_Name_4,Person_Name_4,Account_Type_5,Opportunity_Type_19,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_115,Product_Name_171,EUR,0.37,,0.4185,2017 - 5,Q2,2017,8.0,EUR,2959852.0,EUR,2959852.0,Prod_Category_A_None,388,39,2018,16,2017-01-16,32.0,2017.0,128,2017,139.0,2017.0,0
413,433,1,EMEA,Belgium,1,1,1,0,Bureaucratic_Code_4,3/3/2016,Luxembourg,Account_Name_271,Opportunity_Name_3887,Person_Name_18,Person_Name_16,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_116,Product_Name_163,EUR,0.395,,0.44678,2017 - 4,Q2,2017,1.0,EUR,223965.0,EUR,223965.0,Prod_Category_A_None,388,39,2018,16,2017-01-16,47.0,2017.0,93,2017,93.0,2017.0,0
