ID,"Pricing, Delivery_Terms_Quote_Appr",Bureaucratic_Code_0_Approval,Bureaucratic_Code_0_Approved,Submitted_for_Approval,Opportunity_ID,ASP,ASP_(converted),TRF,Total_Amount,Total_Taxable_Amount,diferencia_en_dias,Last_Modified_DOY,Last_Modified_Year,Opportunity_Created_DOY,Opportunity_Created_Year,Quote_Expiry_DOY,Quote_Expiry_Year,Planned_Delivery_Start_DOY,Planned_Delivery_Start_Year,Planned_Delivery_End_DOY,Planned_Delivery_End_Year,Region_count,Territory_count,"Pricing, Delivery_Terms_Approved_count",Bureaucratic_Code_count,Account_Created_Date_count,Billing_Country_count,Account_Name_count,Account_Owner_count,Opportunity_Owner_count,Account_Type_count,Opportunity_Type_count,Quote_Type_count,Delivery_Terms_count,Currency_count,Last_Modified_By_count,Product_Family_count,Product_Name_count,ASP_Currency_count,ASP_(converted)_Currency_count,Month_count,Delivery_Quarter_count,Delivery_Year_count,Total_Amount_Currency_count,Total_Taxable_Amount_Currency_count,Prod_Category_A_count,Delivery_Quarter_of_Year_count,Region_Territory_Country_count,Product_Family_Name_count,ASP_Higher_Mean_count,TRF_Higher_Mean_count,Same_Owner_count,Last_Modified_By_Account_Owner_count,Last_Modified_By_Opportunity_Owner_count
20101,1,1,1,0,162,0.5,0.56555,12,5999500.0,12,331,339,2016,8,0.0,32.0,2016.0,153,2016,212.0,2016.0,4660,4981,1,12544,11,226,11,1093,49,1928,1889,16713,4630,15988,8514,1345,44,4501,16883,352,4423,2016,4501,4516,16883,1076,26,44,1,1,0,0,0
23505,1,1,1,0,163,0.52,0.58817,2,851760.0,2,331,339,2016,8,0.0,0.0,0.0,277,2016,335.0,2016.0,4660,4981,1,12544,7,563,2,1093,982,8786,1889,16713,4630,15988,8514,1345,53,4501,16883,359,4134,2016,4501,4516,16883,1032,55,53,1,0,1,0,0
23585,1,1,1,0,164,0.53,0.53,2,1167855.0,2,331,339,2016,8,0.0,91.0,2016.0,46,2016,60.0,2016.0,3251,807,1,12544,4,671,3,200,285,8786,1889,16713,2910,15988,8514,1345,53,7321,16883,440,4295,2016,7321,7305,16883,1264,668,53,1,0,1,0,0
23690,1,0,0,0,165,0.54,0.54,0,20655.0,0,331,339,2016,8,0.0,91.0,2016.0,18,2016,29.0,2016.0,3251,807,1,12544,9,671,9,201,285,8786,3,16713,2910,15988,8514,217,158,7321,16883,196,4295,2016,7321,7305,16883,1264,668,158,1,0,0,0,0
23488,1,1,0,0,166,0.53,0.53,4,1856855.0,4,331,339,2016,8,0.0,91.0,2016.0,46,2016,75.0,2016.0,3251,807,0,3782,3,432,3,200,285,8786,6774,170,2910,15988,8514,1345,127,7321,16883,440,4295,2016,7321,7305,16883,1264,5,127,1,1,1,0,0
19040,1,0,0,0,167,0.51,0.57686,1,487305.0,1,328,339,2016,11,0.0,41.0,2016.0,74,2016,81.0,2016.0,4660,449,1,12544,36,1977,34,439,446,1928,6774,16713,4630,15988,8514,1345,145,4501,16883,628,4295,2016,4501,4516,16883,1264,49,145,1,0,1,0,0
18778,1,0,0,0,168,0.525,0.59382,2,789534.38,2,328,339,2016,11,0.0,0.0,0.0,74,2016,263.0,2016.0,4660,449,1,12544,9,396,9,439,446,1928,6774,16713,4630,15988,8514,596,16,4501,16883,628,4295,2016,4501,4516,16883,1264,370,16,1,0,1,0,0
28208,0,0,0,0,169,0.575,0.6503800000000001,0,72450.0,0,328,339,2016,11,0.0,106.0,2016.0,95,2016,113.0,2016.0,4660,1682,0,12544,4,1977,4,1327,1253,5866,1458,16713,4630,15988,8514,421,333,4501,16883,383,4423,2016,4501,4516,16883,1076,1660,333,1,0,1,0,0
28209,0,0,0,0,169,0.535,0.60514,0,42532.5,0,328,339,2016,11,0.0,106.0,2016.0,95,2016,113.0,2016.0,4660,1682,0,12544,4,1977,4,1327,1253,5866,1458,16713,4630,15988,8514,596,388,4501,16883,383,4423,2016,4501,4516,16883,1076,1660,388,1,0,1,0,0
21011,1,0,0,0,170,78.0,0.70125,0,8453250.0,0,327,339,2016,12,0.0,29.0,2016.0,61,2016,61.0,2016.0,4869,676,1,12544,50,4856,2,681,685,8786,6774,16713,7682,15988,8514,217,158,4500,16883,628,4295,2016,4500,4505,16883,1264,665,158,1,0,1,0,0
23764,1,1,1,0,171,0.52,0.58817,0,137800.0,0,883,164,2018,12,0.0,106.0,2016.0,102,2016,119.0,2016.0,4660,4981,1,12544,50,563,4,108,111,8786,50,16713,4630,15988,438,596,388,4501,16883,383,4423,2016,4501,4516,16883,1076,55,388,1,0,1,0,0
8737,1,1,1,0,172,0.53,0.53,2,795106.0,2,363,9,2017,12,0.0,0.0,0.0,93,2016,182.0,2016.0,4660,28,1,12544,1,38,1,104,211,112,6774,16713,2910,15988,184,1345,53,7321,16883,383,4423,2016,7321,7305,16883,1076,12,53,1,0,1,1,1
8742,1,0,0,0,173,0.65,0.65,0,120900.0,0,326,339,2016,13,0.0,49.0,2016.0,81,2016,81.0,2016.0,3933,760,0,3782,4,3790,4,875,832,8786,6774,16713,7682,15988,8514,204,44,7321,16883,628,4295,2016,7321,7305,16883,1264,748,44,1,0,1,0,0
19132,1,1,1,0,174,72.0,0.64731,0,19800000.0,0,326,339,2016,13,0.0,91.0,2016.0,61,2016,64.0,2016.0,4869,676,1,12544,55,4856,55,3722,69,5866,6774,16713,633,15988,8514,140,95,4500,16883,628,4295,2016,4500,4505,16883,1264,665,95,1,0,0,0,0
23254,1,1,1,0,175,0.52,0.58817,0,152490.0,0,326,339,2016,13,0.0,0.0,0.0,153,2016,182.0,2016.0,4660,1682,1,12544,5,1977,5,1327,1253,1928,6774,16713,4630,15988,8514,217,158,4501,16883,352,4423,2016,4501,4516,16883,1076,1660,158,1,0,1,0,0
17926,1,1,1,0,176,0.52,0.58817,1,744120.0,1,326,339,2016,13,0.0,0.0,0.0,123,2016,152.0,2016.0,4660,1682,1,12544,2640,1977,283,1327,1253,5866,6774,16713,4630,15988,8514,596,82,4501,16883,341,4423,2016,4501,4516,16883,1076,1660,82,1,0,1,0,0
16008,1,1,1,0,177,0.505,0.5712,3,1614990.0,3,326,339,2016,13,0.0,0.0,0.0,92,2016,120.0,2016.0,4660,1682,1,12544,2640,1977,152,1327,1253,5866,1889,16713,4630,15988,8514,1345,127,4501,16883,383,4423,2016,4501,4516,16883,1076,1660,127,1,1,1,0,0
21962,0,0,0,0,178,68.0,0.61135,0,12376000.0,0,325,339,2016,14,0.0,29.0,2016.0,56,2016,56.0,2016.0,4869,676,0,12544,587,4856,586,681,685,5866,6774,170,633,15988,8514,1345,976,4500,16883,440,4295,2016,4500,4505,16883,1264,665,976,1,0,1,0,0
17913,0,0,0,0,179,0.525,0.59382,1,307125.0,1,325,339,2016,14,0.0,44.0,2016.0,61,2016,91.0,2016.0,4660,38,0,12544,2640,1977,283,1327,1253,5866,6774,16713,4630,15988,8514,1345,145,4501,16883,628,4295,2016,4501,4516,16883,1264,31,145,1,0,1,0,0
18238,1,1,0,0,180,0.48,0.48,6,2795520.0,6,325,339,2016,14,0.0,0.0,0.0,37,2017,90.0,2017.0,4660,9,0,3782,3,6,3,1327,1253,5866,1889,16713,2910,15988,8514,1345,127,7321,16883,392,4295,2017,7321,7305,16883,1323,1,127,1,1,1,0,0
17309,1,1,1,0,181,0.645,0.645,2,1603050.75,2,325,339,2016,14,0.0,60.0,2016.0,172,2016,176.0,2016.0,3933,760,1,12544,2640,3790,3,875,832,1928,6774,16713,7682,15988,8514,419,36,7321,16883,352,4423,2016,7321,7305,16883,1076,748,36,1,0,1,0,0
17313,1,1,1,0,182,0.645,0.645,2,1051430.63,2,325,339,2016,14,0.0,60.0,2016.0,179,2016,183.0,2016.0,3933,4981,1,12544,2640,3790,3,875,832,1928,6774,16713,7682,15988,8514,419,36,7321,16883,352,4423,2016,7321,7305,16883,1076,549,36,1,0,1,0,0
5126,0,0,0,0,183,0.575,0.6503800000000001,0,16100.0,0,324,339,2016,15,0.0,64.0,2016.0,74,2016,91.0,2016.0,4660,145,0,12544,86,145,86,1327,1253,5866,5760,16713,4630,15988,8514,421,333,4501,16883,628,4295,2016,4501,4516,16883,1264,142,333,1,0,1,0,0
5131,0,0,0,0,183,0.54,0.6107899999999999,0,33750.0,0,324,339,2016,15,0.0,64.0,2016.0,74,2016,91.0,2016.0,4660,145,0,12544,86,145,86,1327,1253,5866,5760,16713,4630,15988,8514,87,83,4501,16883,628,4295,2016,4501,4516,16883,1264,142,83,1,0,1,0,0
5159,0,0,0,0,183,0.54,0.6107899999999999,0,56160.0,0,324,339,2016,15,0.0,64.0,2016.0,74,2016,91.0,2016.0,4660,145,0,12544,86,145,86,1327,1253,5866,5760,16713,4630,15988,8514,1345,976,4501,16883,628,4295,2016,4501,4516,16883,1264,142,976,1,0,1,0,0
8775,1,1,0,0,184,0.535,0.535,7,3745267.5,7,324,339,2016,15,0.0,91.0,2016.0,46,2016,60.0,2016.0,3251,807,0,3782,6,671,1,200,285,1928,6774,16713,2910,15988,8514,1345,127,7321,16883,440,4295,2016,7321,7305,16883,1264,668,127,1,1,1,0,0
23697,1,0,0,0,185,0.51,0.57686,5,2552550.0,5,324,339,2016,15,0.0,0.0,0.0,74,2016,91.0,2016.0,4660,449,0,3782,6,396,6,439,446,1928,6774,16713,4630,15988,8514,1345,127,4501,16883,628,4295,2016,4501,4516,16883,1264,370,127,1,1,1,0,0
12864,1,1,0,0,186,0.575,0.6503800000000001,0,173075.0,0,324,339,2016,15,0.0,0.0,0.0,102,2016,116.0,2016.0,4660,449,0,3782,2640,396,8,439,446,5866,6774,16713,4630,15988,8514,540,442,4501,16883,383,4423,2016,4501,4516,16883,1076,370,442,1,0,1,0,0
27762,0,0,0,0,187,0.53,0.59948,0,261820.0,0,323,339,2016,16,0.0,30.0,2016.0,61,2016,90.0,2016.0,4660,4981,0,12544,75,563,63,108,49,8786,6774,16713,4630,15988,8514,1345,976,4501,16883,628,4295,2016,4501,4516,16883,1264,55,976,1,0,0,0,0
27763,1,0,0,0,188,0.52,0.58817,0,258375.0,0,323,339,2016,16,0.0,90.0,2016.0,109,2016,121.0,2016.0,4660,4981,1,12544,75,563,63,108,49,8786,6774,16713,4630,15988,8514,596,388,4501,16883,383,4423,2016,4501,4516,16883,1076,55,388,1,0,0,0,0
27759,0,0,0,0,189,0.53,0.59948,1,275600.0,1,323,339,2016,16,0.0,30.0,2016.0,61,2016,91.0,2016.0,4660,4981,0,12544,75,563,63,108,982,8786,6774,16713,4630,15988,8514,1345,145,4501,16883,628,4295,2016,4501,4516,16883,1264,55,145,1,0,0,0,0
27758,0,0,0,0,190,0.53,0.59948,0,62010.0,0,323,339,2016,16,0.0,53.0,2016.0,43,2016,46.0,2016.0,4660,4981,0,12544,75,563,63,108,49,8786,6774,16713,4630,15988,8514,1345,976,4501,16883,440,4295,2016,4501,4516,16883,1264,55,976,1,0,0,0,0
27756,0,0,0,0,191,0.53,0.59948,0,58565.0,0,323,339,2016,16,0.0,140.0,2016.0,112,2016,112.0,2016.0,4660,4981,0,12544,75,563,63,108,982,8786,6774,16713,4630,15988,8514,1345,976,4501,16883,383,4423,2016,4501,4516,16883,1076,55,976,1,0,0,0,0
27802,0,0,0,0,191,0.54,0.6107899999999999,0,17212.5,0,323,339,2016,16,0.0,140.0,2016.0,112,2016,112.0,2016.0,4660,4981,0,12544,75,563,63,108,982,8786,6774,16713,4630,15988,8514,19,19,4501,16883,383,4423,2016,4501,4516,16883,1076,55,19,1,0,0,0,0
27803,0,0,0,0,191,0.535,0.60514,0,10633.13,0,323,339,2016,16,0.0,140.0,2016.0,112,2016,112.0,2016.0,4660,4981,0,12544,75,563,63,108,982,8786,6774,16713,4630,15988,8514,596,388,4501,16883,383,4423,2016,4501,4516,16883,1076,55,388,1,0,0,0,0
27804,0,0,0,0,191,0.575,0.6503800000000001,0,20125.0,0,323,339,2016,16,0.0,140.0,2016.0,112,2016,112.0,2016.0,4660,4981,0,12544,75,563,63,108,982,8786,6774,16713,4630,15988,8514,421,333,4501,16883,383,4423,2016,4501,4516,16883,1076,55,333,1,0,0,0,0
24220,1,0,0,0,192,0.4329400636104408,0.4329400636104408,0,18000.0,0,321,339,2016,18,0.0,18.0,2016.0,22,2016,22.0,2016.0,4869,4981,1,12544,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,8514,350,350,4500,16883,196,4295,2016,4500,4505,16883,1264,4186,350,1,0,1,0,0
24222,1,0,0,0,192,0.4329400636104408,0.4329400636104408,0,70000.0,0,321,339,2016,18,0.0,18.0,2016.0,22,2016,22.0,2016.0,4869,4981,1,12544,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,8514,11,11,4500,16883,196,4295,2016,4500,4505,16883,1264,4186,11,1,0,1,0,0
24223,1,0,0,0,192,0.4329400636104408,0.4329400636104408,0,28250.0,0,321,339,2016,18,0.0,18.0,2016.0,22,2016,22.0,2016.0,4869,4981,1,12544,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,8514,37,37,4500,16883,196,4295,2016,4500,4505,16883,1264,4186,37,1,0,1,0,0
24224,1,0,0,0,192,0.4329400636104408,0.4329400636104408,0,35000.0,0,321,339,2016,18,0.0,18.0,2016.0,22,2016,22.0,2016.0,4869,4981,1,12544,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,8514,48,48,4500,16883,196,4295,2016,4500,4505,16883,1264,4186,48,1,0,1,0,0
24225,1,0,0,0,192,0.4329400636104408,0.4329400636104408,0,3600.0,0,321,339,2016,18,0.0,18.0,2016.0,22,2016,22.0,2016.0,4869,4981,1,12544,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,8514,39,39,4500,16883,196,4295,2016,4500,4505,16883,1264,4186,39,1,0,1,0,0
24226,1,0,0,0,192,0.4329400636104408,0.4329400636104408,0,3500.0,0,321,339,2016,18,0.0,18.0,2016.0,22,2016,22.0,2016.0,4869,4981,1,12544,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,8514,13,13,4500,16883,196,4295,2016,4500,4505,16883,1264,4186,13,1,0,1,0,0
24227,1,0,0,0,192,0.4329400636104408,0.4329400636104408,0,23400.0,0,321,339,2016,18,0.0,18.0,2016.0,22,2016,22.0,2016.0,4869,4981,1,12544,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,8514,121,121,4500,16883,196,4295,2016,4500,4505,16883,1264,4186,121,1,0,1,0,0
24228,1,0,0,0,192,0.4329400636104408,0.4329400636104408,0,4400.0,0,321,339,2016,18,0.0,18.0,2016.0,22,2016,22.0,2016.0,4869,4981,1,12544,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,8514,474,474,4500,16883,196,4295,2016,4500,4505,16883,1264,4186,474,1,0,1,0,0
24229,1,0,0,0,192,0.4329400636104408,0.4329400636104408,0,6200.0,0,321,339,2016,18,0.0,18.0,2016.0,22,2016,22.0,2016.0,4869,4981,1,12544,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,8514,524,524,4500,16883,196,4295,2016,4500,4505,16883,1264,4186,524,1,0,1,0,0
24230,1,0,0,0,192,0.4329400636104408,0.4329400636104408,0,140000.0,0,321,339,2016,18,0.0,18.0,2016.0,22,2016,22.0,2016.0,4869,4981,1,12544,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,8514,157,157,4500,16883,196,4295,2016,4500,4505,16883,1264,4186,157,1,0,1,0,0
24231,1,0,0,0,192,78.0,0.70125,0,304200.0,0,321,339,2016,18,0.0,18.0,2016.0,22,2016,22.0,2016.0,4869,4981,1,12544,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,8514,1345,976,4500,16883,196,4295,2016,4500,4505,16883,1264,4186,976,1,0,1,0,0
28536,0,0,0,0,193,0.59,0.59,0,46020.0,0,321,339,2016,18,0.0,91.0,2016.0,32,2016,46.0,2016.0,3251,807,0,12544,7,105,3,200,285,8786,5760,16713,2910,15988,8514,1345,976,7321,16883,440,4295,2016,7321,7305,16883,1264,104,976,1,0,1,0,0
21555,1,1,1,0,194,0.54,0.6107899999999999,1,561600.0,1,321,339,2016,18,0.0,32.0,2016.0,277,2016,280.0,2016.0,4660,59,1,12544,1,52,1,662,685,1928,6774,16713,4630,15988,8514,1345,145,4501,16883,359,4134,2016,4501,4516,16883,1032,47,145,1,0,1,0,0
18550,0,0,0,0,195,0.545,0.61645,0,102187.5,0,321,339,2016,18,0.0,29.0,2016.0,67,2016,67.0,2016.0,4660,283,0,12544,2640,295,116,333,211,5866,5760,16713,4630,15988,8514,87,83,4501,16883,628,4295,2016,4501,4516,16883,1264,270,83,1,0,0,0,0
18547,0,0,0,0,196,0.585,0.66169,0,122850.0,0,321,339,2016,18,0.0,32.0,2016.0,81,2016,81.0,2016.0,4660,283,0,12544,2640,295,116,333,211,5866,5760,16713,4630,15988,8514,540,442,4501,16883,628,4295,2016,4501,4516,16883,1264,270,442,1,0,0,0,0
24007,1,0,0,0,197,0.52,0.58817,0,137800.0,0,321,339,2016,18,0.0,30.0,2016.0,167,2016,182.0,2016.0,4660,4981,1,12544,27,563,27,1093,982,1928,1458,16713,4630,15988,8514,596,388,4501,16883,352,4423,2016,4501,4516,16883,1076,55,388,1,0,1,0,0
28564,0,0,0,0,198,0.54,0.6107899999999999,0,135000.0,0,359,12,2017,19,0.0,25.0,2016.0,35,2016,39.0,2016.0,4660,313,0,12544,6,284,6,1093,982,5866,6774,16713,4630,15988,184,87,83,4501,16883,440,4295,2016,4501,4516,16883,1264,252,83,1,0,1,0,0
8797,1,0,0,0,199,0.55,0.55,10,5504812.5,10,320,339,2016,19,0.0,57.0,2016.0,61,2016,72.0,2016.0,3251,807,1,12544,1,671,1,200,285,8786,1889,16713,2910,15988,8514,217,16,7321,16883,628,4295,2016,7321,7305,16883,1264,668,16,1,1,1,0,0
27701,1,0,0,0,200,0.4329400636104408,0.4329400636104408,0,20000.0,0,343,362,2016,19,0.0,60.0,2016.0,27,2016,29.0,2016.0,4869,676,1,12544,23,4856,13,254,69,8786,6774,16713,7682,15988,115,266,266,4500,16883,196,4295,2016,4500,4505,16883,1264,665,266,1,0,0,1,0
27702,1,0,0,0,200,73.0,0.6563,0,37230.0,0,343,362,2016,19,0.0,60.0,2016.0,27,2016,29.0,2016.0,4869,676,1,12544,23,4856,13,254,69,8786,6774,16713,7682,15988,115,217,158,4500,16883,196,4295,2016,4500,4505,16883,1264,665,158,1,0,0,1,0
17486,1,0,0,0,201,0.46,0.5203,0,175950.0,0,320,339,2016,19,0.0,232.0,2016.0,214,2016,239.0,2016.0,4660,1682,1,12544,2640,1977,283,1327,1253,5866,6774,16713,4630,15988,8514,217,158,4501,16883,313,4031,2016,4501,4516,16883,999,1660,158,1,0,1,0,0
17520,1,0,0,0,202,0.52,0.58817,0,159120.0,0,320,339,2016,19,0.0,0.0,0.0,123,2016,148.0,2016.0,4660,19,0,3782,2640,1977,283,1327,1253,5866,5760,16713,4630,15988,8514,217,158,4501,16883,341,4423,2016,4501,4516,16883,1076,2,158,1,0,1,0,0
8803,1,0,0,0,203,0.525,0.59382,0,133875.0,0,319,339,2016,20,0.0,34.0,2016.0,70,2016,76.0,2016.0,4660,313,1,12544,22,284,1,1093,211,8786,6774,16713,4630,15988,8514,217,158,4501,16883,628,4295,2016,4501,4516,16883,1264,252,158,1,0,0,0,0
28342,1,0,0,0,204,0.525,0.59382,0,122850.0,0,319,339,2016,20,0.0,29.0,2016.0,36,2016,43.0,2016.0,4660,313,0,3782,21,284,21,1093,211,8786,6774,16713,4630,15988,8514,1345,976,4501,16883,440,4295,2016,4501,4516,16883,1264,252,976,1,0,0,0,0
28344,1,0,0,0,205,0.525,0.59382,0,136500.0,0,319,339,2016,20,0.0,29.0,2016.0,64,2016,70.0,2016.0,4660,313,0,3782,21,284,21,1093,211,8786,6774,16713,4630,15988,8514,1345,976,4501,16883,628,4295,2016,4501,4516,16883,1264,252,976,1,0,0,0,0
8808,1,0,0,0,206,0.645,0.645,1,645564.38,1,319,339,2016,20,0.0,60.0,2016.0,60,2016,62.0,2016.0,3933,760,1,12544,22,3790,1,875,832,5866,5760,16713,7682,15988,8514,217,33,7321,16883,440,4295,2016,7321,7305,16883,1264,748,33,1,0,1,0,0
21558,1,0,0,0,207,0.56,0.56,0,219520.0,0,319,339,2016,20,0.0,91.0,2016.0,53,2016,67.0,2016.0,3251,807,1,12544,41,105,31,200,285,8786,6774,16713,2910,15988,8514,540,442,7321,16883,440,4295,2016,7321,7305,16883,1264,104,442,1,0,1,0,0
8814,0,0,0,0,208,0.53,0.59948,0,103350.0,0,319,339,2016,20,0.0,29.0,2016.0,29,2016,43.0,2016.0,4660,283,0,12544,22,295,1,4,422,5866,6774,16713,4630,15988,8514,1345,976,4501,16883,196,4295,2016,4501,4516,16883,1264,270,976,1,0,1,0,0
8830,1,1,0,0,209,0.495,0.55989,5,2474901.0,5,319,339,2016,20,0.0,76.0,2016.0,137,2016,148.0,2016.0,4660,313,0,3782,22,284,18,662,685,8786,1889,16713,4630,15988,8514,1345,127,4501,16883,341,4423,2016,4501,4516,16883,1076,252,127,1,1,1,0,0
8825,1,1,1,0,210,0.418,0.418,3,1257239.5,3,392,46,2017,20,0.0,259.0,2016.0,270,2016,274.0,2016.0,4660,313,1,12544,22,284,18,662,685,8786,1889,16713,4630,15988,313,596,94,7321,16883,380,4031,2016,7321,7305,16883,999,252,94,0,1,1,1,1
8864,1,1,1,0,210,0.418,0.418,3,1057853.5,3,392,46,2017,20,0.0,259.0,2016.0,30,2017,48.0,2017.0,4660,313,1,12544,22,284,18,662,685,8786,1889,16713,4630,15988,313,596,94,7321,16883,444,4295,2017,7321,7305,16883,1323,252,94,0,1,1,1,1
8870,1,1,1,0,210,0.418,0.418,5,2089373.0,5,392,46,2017,20,0.0,259.0,2016.0,9,2017,27.0,2017.0,4660,313,1,12544,22,284,18,662,685,8786,1889,16713,4630,15988,313,1345,127,7321,16883,444,4295,2017,7321,7305,16883,1323,252,127,0,1,1,1,1
8875,1,1,1,0,210,0.418,0.418,5,2092090.0,5,392,46,2017,20,0.0,259.0,2016.0,333,2016,344.0,2016.0,4660,313,1,12544,22,284,18,662,685,8786,1889,16713,4630,15988,313,1345,127,7321,16883,381,4134,2016,7321,7305,16883,1032,252,127,0,1,1,1,1
8881,1,1,1,0,210,0.418,0.418,5,2090783.75,5,392,46,2017,20,0.0,259.0,2016.0,312,2016,330.0,2016.0,4660,313,1,12544,22,284,18,662,685,8786,1889,16713,4630,15988,313,596,94,7321,16883,381,4134,2016,7321,7305,16883,1032,252,94,0,1,1,1,1
8903,1,1,1,0,210,0.418,0.418,5,2090783.75,5,392,46,2017,20,0.0,259.0,2016.0,291,2016,309.0,2016.0,4660,313,1,12544,22,284,18,662,685,8786,1889,16713,4630,15988,313,596,94,7321,16883,359,4134,2016,7321,7305,16883,1032,252,94,0,1,1,1,1
8908,1,1,1,0,210,0.418,0.418,5,2132322.5,5,392,46,2017,20,0.0,259.0,2016.0,277,2016,295.0,2016.0,4660,313,1,12544,22,284,18,662,685,8786,1889,16713,4630,15988,313,596,94,7321,16883,359,4134,2016,7321,7305,16883,1032,252,94,0,1,1,1,1
8914,1,1,1,0,210,0.418,0.418,4,1506472.0,4,392,46,2017,20,0.0,259.0,2016.0,275,2016,288.0,2016.0,4660,313,1,12544,22,284,18,662,685,8786,1889,16713,4630,15988,313,596,94,7321,16883,359,4134,2016,7321,7305,16883,1032,252,94,0,1,1,1,1
8925,0,0,0,0,211,0.0,0.0,0,187.6,0,318,339,2016,21,0.0,20.0,2016.0,20,2016,20.0,2016.0,3933,4981,0,12544,2,3790,2,86,87,5866,5760,16713,779,15988,8514,421,333,7321,16883,196,4295,2016,7321,7305,16883,1264,549,333,0,0,1,0,0
17774,1,1,1,0,212,0.51,0.57686,4,2131545.0,4,318,339,2016,21,0.0,32.0,2016.0,137,2016,148.0,2016.0,4660,313,1,12544,76,1977,76,662,685,1928,1889,16713,4630,15988,8514,1345,127,4501,16883,341,4423,2016,4501,4516,16883,1076,33,127,1,1,1,0,0
19094,0,0,0,0,213,0.525,0.59382,2,931612.5,2,317,339,2016,22,0.0,74.0,2016.0,109,2016,116.0,2016.0,4660,449,0,12544,36,1977,34,439,446,1928,6774,16713,4630,15988,8514,1345,53,4501,16883,383,4423,2016,4501,4516,16883,1076,49,53,1,0,1,0,0
28260,1,1,0,0,214,0.0,0.0,0,0.0,0,317,339,2016,22,0.0,0.0,0.0,122,2016,152.0,2016.0,3933,1560,0,3782,11,3790,11,1286,1422,5866,6774,16713,7682,15988,8514,204,44,7321,16883,341,4423,2016,7321,7305,16883,1076,1538,44,0,0,1,0,0
26025,1,0,0,0,215,0.4329400636104408,0.4329400636104408,0,13000.0,0,317,339,2016,22,0.0,0.0,0.0,91,2016,91.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,8514,13,13,4500,16883,628,4295,2016,4500,4505,16883,1264,4186,13,1,0,1,0,0
26026,1,0,0,0,215,0.4329400636104408,0.4329400636104408,0,3200.0,0,317,339,2016,22,0.0,0.0,0.0,91,2016,91.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,8514,165,165,4500,16883,628,4295,2016,4500,4505,16883,1264,4186,165,1,0,1,0,0
26027,1,0,0,0,215,0.4329400636104408,0.4329400636104408,0,93600.0,0,317,339,2016,22,0.0,0.0,0.0,91,2016,91.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,8514,121,121,4500,16883,628,4295,2016,4500,4505,16883,1264,4186,121,1,0,1,0,0
26028,1,0,0,0,215,0.4329400636104408,0.4329400636104408,0,4400.0,0,317,339,2016,22,0.0,0.0,0.0,91,2016,91.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,8514,474,474,4500,16883,628,4295,2016,4500,4505,16883,1264,4186,474,1,0,1,0,0
26029,1,0,0,0,215,0.4329400636104408,0.4329400636104408,0,6200.0,0,317,339,2016,22,0.0,0.0,0.0,91,2016,91.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,8514,524,524,4500,16883,628,4295,2016,4500,4505,16883,1264,4186,524,1,0,1,0,0
26030,1,0,0,0,215,0.4329400636104408,0.4329400636104408,0,160000.0,0,317,339,2016,22,0.0,0.0,0.0,91,2016,91.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,8514,77,77,4500,16883,628,4295,2016,4500,4505,16883,1264,4186,77,1,0,1,0,0
26031,1,0,0,0,215,0.4329400636104408,0.4329400636104408,0,560000.0,0,317,339,2016,22,0.0,0.0,0.0,91,2016,91.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,8514,157,157,4500,16883,628,4295,2016,4500,4505,16883,1264,4186,157,1,0,1,0,0
26033,1,0,0,0,215,78.0,0.70125,0,2068560.0,0,317,339,2016,22,0.0,0.0,0.0,91,2016,91.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,8514,1345,976,4500,16883,628,4295,2016,4500,4505,16883,1264,4186,976,1,0,1,0,0
26062,1,0,0,0,216,0.4329400636104408,0.4329400636104408,0,13000.0,0,317,339,2016,22,0.0,0.0,0.0,91,2016,91.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,8514,13,13,4500,16883,628,4295,2016,4500,4505,16883,1264,4186,13,1,0,1,0,0
