,Opportunity_ID,Items_Count,Region,Territory,"Pricing, Delivery_Terms_Quote_Appr",Bureaucratic_Code_0_Approval,Bureaucratic_Code_0_Approved,Submitted_for_Approval,Bureaucratic_Code,Billing_Country,Account_Name,Opportunity_Name,Account_Owner,Opportunity_Owner,Account_Type,Opportunity_Type,Quote_Type,Delivery_Terms,Currency,Last_Modified_By,Product_Family,Product_Name,ASP_Currency,ASP,ASP_(converted)_Currency,ASP_(converted),Delivery_Quarter,Delivery_Year,TRF,Total_Amount_Currency,Total_Amount,Total_Taxable_Amount_Currency,Total_Taxable_Amount,Prod_Category_A,diferencia_en_dias,Account_Created_DOY,Account_Created_Year,Last_Modified_DOY,Last_Modified_Year,Opportunity_Created_DOY,Quote_Expiry_DOY,Quote_Expiry_Year,Planned_Delivery_Start_DOY,Planned_Delivery_Start_Year,Planned_Delivery_End_DOY,Planned_Delivery_End_Year,Target
298,303,1,-9.099997470912057e-05,0.0008806666382588446,0,0,0,0,-0.0032896665887286267,0.0005458333439552613,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.45,0.004697333311269176,0.45,-0.0054533332941597715,2016,0.0,-0.0023666667074576254,12600.0,-0.0023666667074576254,12600.0,0.0,1,208,2013,365,2016,364,28.0,2017.0,363,2016,365.0,2016.0,1
299,304,1,-9.099997470912057e-05,0.0014331666767854283,0,0,0,0,-0.0032896665887286267,0.0005458333439552613,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.45,0.004697333311269176,0.45,-0.0023880001068027922,2017,0.0,-0.0023666667074576254,15750.0,-0.0023666667074576254,0.0,0.0,176,264,2016,174,2017,364,27.0,2017.0,6,2017,6.0,2017.0,1
300,305,2,-9.099997470912057e-05,0.0014331666767854283,0,0,0,0,-0.0032896665887286267,0.0005458333439552613,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.49,0.004697333311269176,0.49,-0.0023880001068027922,2017,0.0,-0.0023666667074576254,3880.0,0.0,7760.0,0.0,6,364,2016,4,2017,364,365.0,2016.0,5,2017,5.0,2017.0,1
301,306,1,-9.099997470912057e-05,0.002055333373051932,0,0,0,0,-0.0032896665887286267,0.0005458333439552613,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.41,0.004697333311269176,0.41,-0.0023880001068027922,2017,0.0,-0.0023666667074576254,5740.0,-0.0023666667074576254,5740.0,0.0,526,173,2016,160,2018,365,35.0,2017.0,20,2017,27.0,2017.0,1
302,307,1,-0.0010813333859550766,0.0008906666490414258,1,0,0,0,-0.0032896665887286267,0.0008906666490414258,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.4,0.004697333311269176,0.45244,-0.0023880001068027922,2017,0.0,0.0009283333747104432,84000.0,0.0009283333747104432,84000.0,0.0,333,208,2013,332,2017,365,33.0,2017.0,10,2017,13.0,2017.0,1
303,308,2,-0.0010813333859550766,0.0003269999892897128,1,1,1,0,-0.0032896665887286267,0.0003269999892897128,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.4,0.004697333311269176,0.45243500000000003,-0.0023880001068027922,2017,0.0,0.0009283333747104432,83741.25,0.0,167482.5,0.0,402,89,2015,39,2018,2,3.0,2017.0,6,2017,6.0,2017.0,1
304,309,2,-0.0010813333859550766,0.0008906666490414258,0,0,0,0,-0.0032896665887286267,0.0008906666490414258,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.39,0.004697333311269176,0.44113,-0.0023880001068027922,2017,0.5,0.0009283333747104432,288717.5,0.0,577435.0,0.0,632,349,2016,269,2018,2,31.0,2017.0,88,2017,90.0,2017.0,1
305,310,1,-0.0010813333859550766,0.0008906666490414258,1,1,1,0,-0.0032896665887286267,0.0008906666490414258,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.3675,0.004697333311269176,0.41568,-0.0023880001068027922,2017,1.0,0.0009283333747104432,235659.38,0.0009283333747104432,235659.38,0.0,632,2,2017,269,2018,2,32.0,2017.0,16,2017,41.0,2017.0,1
306,311,1,-0.0010813333859550766,0.0017803333344393953,1,1,1,0,-0.0032896665887286267,0.0008906666490414258,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.375,0.004697333311269176,0.42416,-0.0023880001068027922,2018,0.0,0.0009283333747104432,65812.5,0.0009283333747104432,65812.5,0.0,401,41,2014,39,2018,3,256.0,2017.0,64,2018,68.0,2018.0,1
307,312,1,-0.0010813333859550766,0.0017803333344393953,1,0,0,0,-0.0032896665887286267,0.0017803333344393953,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.395,0.004697333311269176,0.44678,-0.0023880001068027922,2018,1.0,0.0009283333747104432,240555.0,0.0009283333747104432,240555.0,0.0,429,266,2013,67,2018,3,180.0,2017.0,50,2018,82.0,2018.0,0
308,313,1,-0.001749333360203309,0.001021333343257235,1,1,1,0,-0.0032896665887286267,0.001021333343257235,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.35,0.004697333311269176,0.35,-0.0023880001068027922,2017,1.0,-0.0023666667074576254,206976.0,-0.0023666667074576254,206976.0,0.0,401,109,2016,39,2018,3,90.0,2017.0,23,2017,35.0,2017.0,1
309,314,1,-0.001749333360203309,0.001021333343257235,1,1,1,0,-0.0032896665887286267,0.001021333343257235,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.35,0.004697333311269176,0.35,-0.0023880001068027922,2017,0.0,-0.0023666667074576254,103488.0,-0.0023666667074576254,103488.0,0.0,401,109,2016,39,2018,3,90.0,2017.0,23,2017,35.0,2017.0,1
310,315,1,-0.001749333360203309,0.001021333343257235,1,1,1,0,-0.0032896665887286267,0.001021333343257235,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.35,0.004697333311269176,0.35,-0.0023880001068027922,2017,1.0,-0.0023666667074576254,206976.0,-0.0023666667074576254,206976.0,0.0,401,109,2016,39,2018,3,90.0,2017.0,23,2017,35.0,2017.0,1
311,316,1,-9.099997470912057e-05,0.002055333373051932,0,0,0,0,-0.0032896665887286267,0.0005458333439552613,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.41,0.004697333311269176,0.41,-0.0023880001068027922,2017,0.0,-0.0023666667074576254,2870.0,-0.0023666667074576254,2870.0,0.0,522,145,2016,160,2018,3,35.0,2017.0,13,2017,20.0,2017.0,1
312,317,2,-0.001749333360203309,0.00139399998903779,1,1,1,0,-0.0032896665887286267,0.00139399998903779,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.32,0.004697333311269176,0.32,-0.0023880001068027922,2017,0.0,-0.0023666667074576254,18345.6,0.0,36691.2,0.0,400,197,2016,39,2018,4,90.0,2017.0,4,2017,31.0,2017.0,1
313,318,1,-0.0010813333859550766,0.0017803333344393953,1,0,0,0,-0.0032896665887286267,0.0008184444323059223,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.37,0.004697333311269176,0.4185,-0.006401333337756417,2017,10.0,0.0009283333747104432,3793563.75,0.0009283333747104432,3793563.75,0.0,400,330,2016,39,2018,4,185.0,2017.0,226,2017,268.0,2017.0,0
314,319,1,-0.0010813333859550766,0.0013149999831512105,1,1,0,0,-0.0032896665887286267,0.0013149999831512105,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.45,0.004697333311269176,0.45,-0.002642333374363564,2017,0.0,-0.0023666667074576254,35100.0,-0.0023666667074576254,35100.0,0.0,400,328,2015,39,2018,4,35.0,2017.0,100,2017,146.0,2017.0,0
315,320,1,-0.0010813333859550766,0.0008906666490414258,1,0,0,0,-0.0032896665887286267,0.0008906666490414258,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.36,0.004697333311269176,0.40719,-0.0054533332941597715,2017,0.0,0.0009283333747104432,135739.8,0.0009283333747104432,135739.8,0.0,400,316,2016,39,2018,4,35.0,2017.0,275,2017,334.0,2017.0,0
316,321,2,-9.099997470912057e-05,0.0014331666767854283,1,0,0,0,-0.0032896665887286267,0.0005458333439552613,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.38,0.004697333311269176,0.38,-0.006401333337756417,2017,1.5,-0.0023666667074576254,1038312.0,0.0,0.0,0.0,399,260,2016,39,2018,5,151.0,2017.0,247,2017,247.0,2017.0,1
317,322,1,-9.099997470912057e-05,0.002055333373051932,0,0,0,0,-0.0032896665887286267,0.0005458333439552613,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.395,0.004697333311269176,0.395,-0.002642333374363564,2017,1.0,-0.0023666667074576254,296131.5,-0.0023666667074576254,296131.5,0.0,399,5,2017,39,2018,5,121.0,2017.0,153,2017,181.0,2017.0,0
318,323,1,-9.099997470912057e-05,0.0008806666382588446,1,0,0,0,-0.0032896665887286267,0.0005458333439552613,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.38,0.004697333311269176,0.38,-0.002642333374363564,2017,2.0,-0.0023666667074576254,762409.2,-0.0023666667074576254,762409.2,0.0,399,270,2013,39,2018,5,62.0,2017.0,152,2017,181.0,2017.0,0
319,326,6,-9.099997470912057e-05,0.002055333373051932,1,1,1,0,-0.0032896665887286267,0.0005458333439552613,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.375,0.004697333311269176,0.375,-0.006401333337756417,2017,6.666666666666668,-0.0023666667074576254,15146617.5,0.0,90879705.0,0.0,399,146,2014,39,2018,5,36.0,2017.0,244,2017,251.0,2017.0,0
320,327,1,-9.099997470912057e-05,0.002055333373051932,1,1,1,0,-0.0032896665887286267,0.0005458333439552613,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.365,0.004697333311269176,0.365,-0.002642333374363564,2017,7.0,-0.0023666667074576254,2447089.58,-0.0023666667074576254,2447089.58,0.0,399,146,2014,39,2018,5,36.0,2017.0,93,2017,181.0,2017.0,0
321,328,1,-9.099997470912057e-05,0.002055333373051932,1,1,1,0,-0.0032896665887286267,0.0005458333439552613,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.37,0.004697333311269176,0.37,-0.002642333374363564,2017,7.0,-0.0023666667074576254,2480650.2,-0.0023666667074576254,2480650.2,0.0,399,146,2014,39,2018,5,36.0,2017.0,93,2017,181.0,2017.0,0
322,329,1,0.002038666642838507,0.002038666642838507,1,1,1,0,-0.0032896665887286267,0.002038666642838507,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0017506666930421487,50.0,0.004697333311269176,0.44952,-0.0023880001068027922,2017,0.0,0.0017506666930421487,9800000.0,0.0017506666930421487,9800000.0,0.0,399,266,2013,39,2018,5,90.0,2017.0,34,2017,34.0,2017.0,1
323,330,1,0.002038666642838507,0.002038666642838507,1,1,1,0,-0.0032896665887286267,0.002038666642838507,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0017506666930421487,50.0,0.004697333311269176,0.44952,-0.0023880001068027922,2017,0.0,0.0017506666930421487,9100000.0,0.0017506666930421487,9100000.0,0.0,399,266,2013,39,2018,5,90.0,2017.0,34,2017,34.0,2017.0,1
324,331,9,0.002038666642838507,0.0008806666382588446,1,0,0,0,-0.0032896665887286267,0.002038666642838507,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0017506666930421487,0.0,0.004697333311269176,0.0,-0.0023880001068027922,2017,0.0,0.0017506666930421487,368050.0,0.0,3312450.0,0.0,399,266,2013,39,2018,5,48.0,2017.0,18,2017,18.0,2017.0,1
325,332,6,0.002038666642838507,0.0008806666382588446,1,1,1,0,-0.0032896665887286267,0.002038666642838507,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0017506666930421487,55.0,0.004697333311269176,0.49447,-0.0023880001068027922,2017,0.0,0.0017506666930421487,970000.0,0.0,5820000.0,0.0,399,110,2015,39,2018,5,6.0,2017.0,11,2017,11.0,2017.0,1
326,333,1,0.002038666642838507,0.002038666642838507,1,1,1,0,-0.0032896665887286267,0.002038666642838507,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0017506666930421487,56.0,0.004697333311269176,0.50346,-0.0023880001068027922,2017,0.0,0.0017506666930421487,705600.0,0.0017506666930421487,705600.0,0.0,399,266,2013,39,2018,5,90.0,2017.0,16,2017,16.0,2017.0,1
327,334,2,-9.099997470912057e-05,0.0014331666767854283,1,1,0,0,-0.0032896665887286267,0.0013149999831512105,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.375,0.004697333311269176,0.375,-0.0054533332941597715,2017,2.5,-0.0023666667074576254,1688343.75,0.0,0.0,0.0,399,274,2016,39,2018,5,121.0,2017.0,275,2017,275.0,2017.0,1
328,335,1,-0.001749333360203309,0.001021333343257235,1,1,1,0,-0.0032896665887286267,0.001021333343257235,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.38,0.004697333311269176,0.38,-0.0023880001068027922,2017,0.0,-0.0023666667074576254,86822.4,-0.0023666667074576254,86822.4,0.0,399,5,2017,39,2018,5,31.0,2017.0,15,2017,31.0,2017.0,1
329,336,1,-0.0010813333859550766,0.0017803333344393953,1,0,0,0,-0.0032896665887286267,0.0017803333344393953,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.42,0.004697333311269176,0.47506,-0.0023880001068027922,2017,0.0,0.0009283333747104432,82320.0,0.0009283333747104432,82320.0,0.0,399,22,2014,39,2018,5,9.0,2017.0,72,2017,72.0,2017.0,1
330,337,1,-0.0010813333859550766,0.0017803333344393953,1,0,0,0,-0.0032896665887286267,0.0017803333344393953,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.42,0.004697333311269176,0.47506,-0.002642333374363564,2017,0.0,0.0009283333747104432,82320.0,0.0009283333747104432,82320.0,0.0,399,22,2014,39,2018,5,114.0,2017.0,136,2017,136.0,2017.0,1
331,338,1,-0.0010813333859550766,0.0008906666490414258,1,1,1,0,-0.0032896665887286267,0.0008906666490414258,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.375,0.004697333311269176,0.42416,-0.0023880001068027922,2017,1.0,0.0009283333747104432,375375.0,0.0009283333747104432,375375.0,0.0,399,208,2013,39,2018,5,,,72,2017,104.0,2017.0,0
332,339,1,-0.0010813333859550766,0.002387666576372188,1,0,0,0,-0.0032896665887286267,0.0003269999892897128,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.375,0.004697333311269176,0.42416,-0.002642333374363564,2017,0.0,0.0009283333747104432,146578.13,0.0009283333747104432,146578.13,0.0,57,181,2016,62,2017,5,90.0,2017.0,100,2017,100.0,2017.0,0
333,340,2,-0.0010813333859550766,0.00162600000956445,1,1,1,0,-0.0032896665887286267,0.0003269999892897128,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.3875,0.004697333311269176,0.4383,-0.0023880001068027922,2017,0.0,0.0009283333747104432,80587.5,0.0,161175.0,0.0,399,208,2013,39,2018,5,9.0,2017.0,10,2017,10.0,2017.0,1
334,341,1,-9.099997470912057e-05,0.002055333373051932,1,1,1,0,-0.0032896665887286267,0.0005458333439552613,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.35,0.004697333311269176,0.35,-0.0023880001068027922,2017,1.0,-0.0023666667074576254,352101.75,-0.0023666667074576254,352101.75,0.0,554,234,2013,194,2018,5,42.0,2017.0,23,2017,34.0,2017.0,1
335,342,1,-9.099997470912057e-05,0.0014331666767854283,0,0,0,0,-0.0032896665887286267,0.0005458333439552613,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.445,0.004697333311269176,0.445,-0.0023880001068027922,2017,0.0,-0.0023666667074576254,11961.6,-0.0023666667074576254,0.0,0.0,398,208,2013,39,2018,6,36.0,2017.0,9,2017,9.0,2017.0,1
336,343,1,-9.099997470912057e-05,0.0014331666767854283,0,0,0,0,-0.0032896665887286267,0.0005458333439552613,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.42,0.004697333311269176,0.42,-0.0023880001068027922,2017,0.0,-0.0023666667074576254,2954.7,-0.0023666667074576254,0.0,0.0,398,208,2013,39,2018,6,36.0,2017.0,9,2017,9.0,2017.0,1
337,344,1,-9.099997470912057e-05,0.0008806666382588446,1,1,1,0,-0.0032896665887286267,0.0005458333439552613,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.4,0.004697333311269176,0.4,-0.0023880001068027922,2017,1.0,-0.0023666667074576254,522000.0,-0.0023666667074576254,522000.0,0.0,553,234,2013,194,2018,6,,,41,2017,55.0,2017.0,0
338,348,2,0.002038666642838507,0.0008806666382588446,1,1,1,0,-0.0032896665887286267,0.002038666642838507,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0017506666930421487,49.0,0.004697333311269176,0.44053,-0.0023880001068027922,2017,0.0,0.0017506666930421487,594800.0,0.0,1189600.0,0.0,398,303,2015,39,2018,6,,,13,2017,13.0,2017.0,0
339,349,1,0.002038666642838507,0.0008806666382588446,1,1,1,0,-0.0032896665887286267,0.002038666642838507,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0017506666930421487,57.0,0.004697333311269176,0.51245,-0.0023880001068027922,2017,0.0,0.0017506666930421487,711360.0,0.0017506666930421487,711360.0,0.0,398,355,2015,39,2018,6,10.0,2017.0,20,2017,20.0,2017.0,1
340,350,2,0.002038666642838507,0.002038666642838507,1,1,1,0,-0.0032896665887286267,0.002038666642838507,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0017506666930421487,56.0,0.004697333311269176,0.50346,-0.0023880001068027922,2017,0.0,0.0017506666930421487,788480.0,0.0,1576960.0,0.0,398,266,2013,39,2018,6,90.0,2017.0,25,2017,25.0,2017.0,1
341,351,1,0.002038666642838507,0.002038666642838507,1,1,1,0,-0.0032896665887286267,0.002038666642838507,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0017506666930421487,56.0,0.004697333311269176,0.50346,-0.0023880001068027922,2017,0.0,0.0017506666930421487,1128960.0,0.0017506666930421487,1128960.0,0.0,398,266,2013,39,2018,6,90.0,2017.0,27,2017,27.0,2017.0,1
342,352,5,0.002038666642838507,0.0008806666382588446,1,1,1,0,-0.0032896665887286267,0.002038666642838507,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0017506666930421487,49.0,0.004697333311269176,0.44053,-0.0023880001068027922,2017,0.0,0.0017506666930421487,5535600.0,0.0,27678000.0,0.0,398,303,2015,39,2018,6,10.0,2017.0,18,2017,18.0,2017.0,1
343,353,1,0.002038666642838507,0.002038666642838507,0,0,0,0,-0.0032896665887286267,0.002038666642838507,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0017506666930421487,50.0,0.004697333311269176,0.44952,-0.0023880001068027922,2017,0.0,0.0017506666930421487,18200000.0,0.0017506666930421487,18200000.0,0.0,398,266,2013,39,2018,6,90.0,2017.0,49,2017,49.0,2017.0,1
344,354,1,-0.0010813333859550766,0.00162600000956445,1,0,0,0,-0.0032896665887286267,0.00162600000956445,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.36,0.004697333311269176,0.40719,-0.002642333374363564,2017,1.0,0.0009283333747104432,357750.0,0.0009283333747104432,357750.0,0.0,398,182,2016,39,2018,6,90.0,2017.0,100,2017,170.0,2017.0,0
345,355,1,-0.001749333360203309,0.001021333343257235,0,0,0,0,-0.0032896665887286267,0.001021333343257235,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.355,0.004697333311269176,0.355,-0.006401333337756417,2017,5.0,-0.0023666667074576254,1888053.3,-0.0023666667074576254,1888053.3,0.0,398,6,2017,39,2018,6,31.0,2017.0,196,2017,216.0,2017.0,1
346,356,1,-0.0010813333859550766,0.00162600000956445,1,1,1,0,-0.0032896665887286267,0.0014473333641217322,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.388,0.004697333311269176,0.43886,-0.0023880001068027922,2017,0.0,0.0009283333747104432,81480.0,0.0009283333747104432,81480.0,0.0,398,63,2016,39,2018,6,10.0,2017.0,51,2017,51.0,2017.0,1
347,357,1,-9.099997470912057e-05,0.0014331666767854283,0,0,0,0,-0.0032896665887286267,0.0005458333439552613,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.45,0.004697333311269176,0.45,-0.0023880001068027922,2017,0.0,-0.0023666667074576254,3165.75,-0.0023666667074576254,0.0,0.0,397,208,2013,39,2018,7,40.0,2017.0,10,2017,10.0,2017.0,1
348,359,1,-9.099997470912057e-05,0.0014331666767854283,1,1,1,0,-0.0032896665887286267,0.0005458333439552613,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.385,0.004697333311269176,0.385,-0.0023880001068027922,2017,10.0,-0.0023666667074576254,3851451.45,-0.0023666667074576254,0.0,0.0,397,142,2015,39,2018,7,31.0,2017.0,65,2017,90.0,2017.0,0
349,360,1,0.0001671666898255353,0.002469333358264218,1,1,1,0,-0.0032896665887286267,0.002469333358264218,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.36,0.004697333311269176,0.36,-0.006401333337756417,2017,1.0,-0.0023666667074576254,431971.2,-0.0023666667074576254,431971.2,0.0,396,8,2017,39,2018,8,54.0,2017.0,213,2017,305.0,2017.0,0
350,361,1,-0.001749333360203309,0.001021333343257235,1,1,1,0,-0.0032896665887286267,0.001021333343257235,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.38,0.004697333311269176,0.38,-0.0023880001068027922,2017,0.0,-0.0023666667074576254,46027.5,-0.0023666667074576254,46027.5,0.0,395,244,2014,39,2018,9,31.0,2017.0,32,2017,41.0,2017.0,1
351,362,1,-0.001749333360203309,0.001021333343257235,1,1,1,0,-0.0032896665887286267,0.001248833361484382,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.37,0.004697333311269176,0.37,-0.0023880001068027922,2017,0.0,-0.0023666667074576254,114529.8,-0.0023666667074576254,114529.8,0.0,395,252,2014,39,2018,9,90.0,2017.0,22,2017,27.0,2017.0,1
352,363,1,-0.0010813333859550766,0.0008906666490414258,1,0,0,0,-0.0032896665887286267,0.0008906666490414258,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.41,0.004697333311269176,0.46375,-0.0023880001068027922,2017,0.0,0.0009283333747104432,86100.0,0.0009283333747104432,86100.0,0.0,395,208,2013,39,2018,9,40.0,2017.0,16,2017,31.0,2017.0,1
353,364,1,-0.0010813333859550766,0.0008906666490414258,1,1,0,0,-0.0032896665887286267,0.0008906666490414258,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.36,0.004697333311269176,0.36,-0.002642333374363564,2017,30.0,-0.0023666667074576254,10801440.0,-0.0023666667074576254,10801440.0,0.0,395,354,2013,39,2018,9,,,93,2017,167.0,2017.0,0
